Name,University,JoinYear,Rank,Subfield,Bachelors,Masters,Doctorate,PostDoc,Sources1,Sources2,Sources3,Sources4
Anselmo Lastra,University of North Carolina - Chapel Hill,1991,Full,Graphics,Georgia Institute of Technology - USA,Duke University - USA,Duke University - USA,,http://www.cs.unc.edu/~lastra/Research/lastra_cv.pdf,,http://wwwx.cs.unc.edu/~lastra/Research/lastra_cv.pdf,
Cynthia Sturton,University of North Carolina - Chapel Hill,2013,Assistant,Security & Privacy,,University of California - Berkeley - USA,University of California - Berkeley - USA,,http://cs.unc.edu/~csturton/index.html,http://www.cs.unc.edu/cms/our-people/faculty/cynthia-sturton,,
David Plaisted,University of North Carolina - Chapel Hill,1984,Full,Algorithms & Theory,University of Chicago - USA,,Stanford University - USA,,http://www.cs.unc.edu/~plaisted/,,,
David Stotts,University of North Carolina - Chapel Hill,1985,Full,Software Engineering,University of Richmond - USA,University of Virginia - USA,University of Virginia - USA,,https://www.cs.unc.edu/cms/our-people/faculty/david-stotts,,,
Dinesh Manocha,University of North Carolina - Chapel Hill,,Full,Graphics,Indian Institute of Technology - Delhi - India,University of California - Berkeley - USA,University of California - Berkeley - USA,,http://www.cs.unc.edu/cms/our-people/faculty/dinesh-manocha,,,
Fabian Monrose,University of North Carolina - Chapel Hill,2008,Full,Security & Privacy,Barry University - USA,New York University - USA,New York University - USA,,http://www.cs.unc.edu/cms/our-people/faculty/fabian-monrose,http://www.cs.unc.edu/~fabian/web.html,,
Frederick Brooks Jr.,University of North Carolina - Chapel Hill,1964,Full,Graphics,Duke University - USA,Harvard University - USA,Harvard University - USA,,http://www.cs.unc.edu/cms/our-people/faculty/frederick-p.-brooks-jr,http://www.cs.unc.edu/~brooks/FPB_BIO.CV.04.2007.pdf,,https://www.cs.unc.edu/~reiter/vita.pdf
Gary Bishop,University of North Carolina - Chapel Hill,1991,Full,Graphics,Southern Polytechnic State University - USA,University of North Carolina - Chapel Hill - USA,University of North Carolina - Chapel Hill - USA,,http://www.cs.unc.edu/cms/our-people/faculty/gary-bishop,http://www.cs.unc.edu/~gb/,,
Gregory Welch,University of North Carolina - Chapel Hill,2011,Full,Computer Vision,Purdue University - USA,University of North Carolina - Chapel Hill - USA,University of North Carolina - Chapel Hill - USA,,http://www.cs.unc.edu/~welch/media/pdf/welch_cv.pdf,,,
Henry Fuchs,University of North Carolina - Chapel Hill,1978,Full,Graphics,University of California - Santa Cruz - USA,,University of Utah - USA,,http://henryfuchs.web.unc.edu/,http://www.cs.unc.edu/cms/our-people/faculty,,
Jack Snoeyink,University of North Carolina - Chapel Hill,,Full,Algorithms & Theory,,,Stanford University - USA,,http://www.cs.unc.edu/cms/our-people/faculty/jack-s.-snoeyink,,,
James Anderson,University of North Carolina - Chapel Hill,1993,Full,Real-Time & Embedded Systems,Michigan State University - USA,Purdue University - USA,University of Texas - Austin - USA,,http://www.cs.unc.edu/cms/our-people/faculty/james-anderson,http://www.cs.unc.edu/~anderson/,,
Jan Prins,University of North Carolina - Chapel Hill,1987,Full,Algorithms & Theory,Syracuse University - USA,Cornell University - USA,Cornell University - USA,,http://www.cs.unc.edu/~prins/,http://www.cs.unc.edu/cms/our-people/faculty/jan-f.-prins,,
Jan-Michael Frahm,University of North Carolina - Chapel Hill,2006,Associate,Computer Vision,University of Lübeck - Germany,,Christian-Albrechts-University Kiel - Germany,,http://frahm.web.unc.edu/,,,
Jasleen Kaur,University of North Carolina - Chapel Hill,,Associate,Operating Systems,Indian Institute of Technology - Delhi - India,University of Texas - Austin - USA,University of Texas - Austin - USA,,https://www.cs.unc.edu/cms/our-people/faculty/jasleen-kaur,,,
Ketan Mayer-Patel,University of North Carolina - Chapel Hill,,Associate,Multimedia,,,University of California - Berkeley - USA,,http://www.cs.unc.edu/~kmp/,http://www.cs.unc.edu/cms/our-people/faculty/ketan-mayer-patel,,
Kevin Jeffay,University of North Carolina - Chapel Hill,,Full,Networks & Communications,,,University of Washington - USA,,http://www.cs.unc.edu/cms/our-people/faculty/kevin-jeffay,,,
Leonard McMillan,University of North Carolina - Chapel Hill,,Associate,Bioinformatics & Computational Biology,,,University of North Carolina - Chapel Hill - USA,,http://www.cs.unc.edu/cms/our-people/faculty/leonard-mcmillan,,,
Marc Niethammer,University of North Carolina - Chapel Hill,2014,Associate,Bioinformatics & Computational Biology,University of Stuttgart - Germany,Georgia Institute of Technology - USA,Georgia Institute of Technology - USA,,http://wwwx.cs.unc.edu/~mn/,,,
Michael Fern,University of North Carolina - Chapel Hill,,Associate,Scientific Computing,University of Oregon - USA,,University of North Carolina - Chapel Hill - USA,,http://www.cs.unc.edu/cms/our-people/faculty/michael-fern,,http://www-users.cs.umn.edu/~chandra/,
Michael Reiter,University of North Carolina - Chapel Hill,2007,Full,Security & Privacy,University of North Carolina - Chapel Hill - USA,Cornell University - USA,Cornell University - USA,,http://www.cs.unc.edu/cms/our-people/faculty/michael-k.-reiter,,,
Ming Lin,University of North Carolina - Chapel Hill,,Full,Graphics,University of California - Berkeley - USA,University of California - Berkeley - USA,University of California - Berkeley - USA,,http://www.cs.unc.edu/cms/our-people/faculty/ming-c.-lin,http://www.cs.unc.edu/~lin/,,http://www-users.cs.umn.edu/~zhai/
Montek Singh,University of North Carolina - Chapel Hill,2001,Associate,Hardware & Architecture,Indian Institute of Technology - Delhi - India,Columbia University - USA,Columbia University - USA,,http://www.cs.unc.edu/~montek/Montek-Singh-CV.pdf,http://www.cs.unc.edu/~montek/,http://www.cs.unc.edu/cms/our-people/faculty/montek-singh,
Prasun Dewan,University of North Carolina - Chapel Hill,,Full,Operating Systems,Indian Institute of Technology - Delhi - India,,University of Wisconsin - Madison - USA,,http://www.cs.unc.edu/~dewan/CV.DOC,http://www.cs.unc.edu/~dewan/,,
Ron Alterovitz,University of North Carolina - Chapel Hill,2009,Assistant,Artificial Intelligence,California Institute of Technology - USA,University of California - Berkeley - USA,University of California - Berkeley - USA,University of California - San Francisco - USA,http://www.cs.unc.edu/cms/our-people/faculty/ron-alterovitz,,,
Sanjoy Baruah,University of North Carolina - Chapel Hill,1999,Full,Distributed & Parallel Computing,,University of Texas - Austin - USA,University of Texas - Austin - USA,,http://www.cs.unc.edu/cms/our-people/faculty/sanjoy-k.-baruah,http://www.cs.unc.edu/~baruah/,,
Stan Ahalt,University of North Carolina - Chapel Hill,2009,Full,Scientific Computing,Virginia Polytechnic Institute and State University - USA,Virginia Polytechnic Institute and State University - USA,Clemson University - USA,,http://www.cs.unc.edu/cms/our-people/faculty/stan-ahalt,,,
Stephen Pizer,University of North Carolina - Chapel Hill,1970,Full,Graphics,Brown University - USA,Harvard University - USA,Harvard University - USA,,http://www.cs.unc.edu/~smp/,,http://arnetminer.org/person/d-f-keefe-119693.html,
Tamara Berg,University of North Carolina - Chapel Hill,2013,Assistant,Computer Vision,University of Wisconsin - Madison - USA,,University of California - Berkeley - USA,,http://www.cs.unc.edu/cms/our-people/faculty/tamara-berg,http://www.tamaraberg.com/,,http://www-users.cs.umn.edu/~du/
Vladimir Jojic,University of North Carolina - Chapel Hill,2011,Assistant,Bioinformatics & Computational Biology,University of Illinois at Urbana-Champaign - USA,,University of Toronto - Canada,Stanford University - USA,http://www.cs.unc.edu/cms/our-people/faculty/vladimir-jojic,,,
Aaron Roth,University of Pennsylvania,2011,Assistant,Algorithms & Theory,Columbia University - USA,,Carnegie Mellon University - USA,Microsoft Research - USA,http://www.cis.upenn.edu/~aaroth/,,,
Alexander (Sasha) Rakhlin,University of Pennsylvania,2010,Assistant,Machine Learning & Pattern Recognition,Cornell University - USA,Cornell University - USA,Massachusetts Institute of Technology - USA,,http://www-stat.wharton.upenn.edu/~rakhlin/,,,
Andreas Haeberlen,University of Pennsylvania,2010,Assistant,Distributed & Parallel Computing,Karlsruhe Institute of Technology - Germany,,Rice University - USA,,http://www.cis.upenn.edu/~ahae/,,,
Ani Nenkova,University of Pennsylvania,2007,Associate,Natural Language & Speech,University of Edinburgh - United Kingdom,,Columbia University - USA,Stanford University - USA,http://www.cis.upenn.edu/~nenkova/,http://www.ilcc.inf.ed.ac.uk/events/ilcc-hcrc-seminar-series/seminar-ani-nenkova,,
Benjamin C. Pierce,University of Pennsylvania,1998,Full,Programming Languages,Carnegie Mellon University - USA,,Carnegie Mellon University - USA,,http://www.cis.upenn.edu/~bcpierce/home.html,http://en.wikipedia.org/wiki/Benjamin_C._Pierce,,
Boon Thau Loo,University of Pennsylvania,2006,Associate,Databases,University of California - Berkeley - USA,Stanford University - USA,University of California - Berkeley - USA,,http://www.cis.upenn.edu/~boonloo,,,
Camillo J. Taylor,University of Pennsylvania,1990,Full,Artificial Intelligence,Harvard University - USA,Yale University - USA,Yale University - USA,,http://www.cis.upenn.edu/~cjtaylor/home.html,http://www.stonybrook.edu/,,
Chris Callison-Burch,University of Pennsylvania,2013,Assistant,Natural Language & Speech,Stanford University - USA,,University of Edinburgh - United Kingdom,Johns Hopkins University - USA,http://www.cs.jhu.edu/~ccb/,,,
Insup Lee,University of Pennsylvania,1983,Full,Real-Time & Embedded Systems,University of North Carolina - Chapel Hill - USA,University of Wisconsin - Madison - USA,University of Wisconsin - Madison - USA,,http://www.cis.upenn.edu/~lee/home_lee.html,,,
Jean Gallier,University of Pennsylvania,1978,Full,Graphics,Ecole Nationale des Ponts et Chaussees - France,,University of California - Los Angeles - USA,University of California - Santa Barbara - USA,http://www.cis.upenn.edu/~jean/home.html,http://www.cis.upenn.edu/~jean/vita2.pdf,http://www.cis.upenn.edu/~mkearns/,
Jianbo Shi,University of Pennsylvania,2003,Associate,Computer Vision,Cornell University - USA,Cornell University - USA,University of California - Berkeley - USA,,http://www.cis.upenn.edu/~jshi/,http://www.cis.upenn.edu/~jshi/jshi_bio.htm,,
Joe Devietti,University of Pennsylvania,2013,Assistant,Hardware & Architecture,University of Pennsylvania - USA,University of Washington - USA,University of Washington - USA,University of Washington - USA,http://www.cis.upenn.edu/~devietti/,http://www.cis.upenn.edu/newsletter/faculty-news/new-faculty/devietti.html,,
Kostas Daniilidis,University of Pennsylvania,1998,Full,Computer Vision,National Technical University of Athens - Greece,,Karlsruhe Institute of Technology - Germany,,http://www.cis.upenn.edu/departmental/faculty/,,,
Ladislav Kavan,University of Pennsylvania,2013,Assistant,Graphics,Charles University - Prague - Czech Republic,Charles University - Prague - Czech Republic,Czech Technical University in Prague - Czech Republic,Czech Technical University in Prague - Czech Republic,http://www.seas.upenn.edu/~ladislav/,http://www.jarmilakavanova.cz/ladislav/CV.pdf,,
Lyle Ungar,University of Pennsylvania,1990,Full,Machine Learning & Pattern Recognition,Stanford University - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,http://www.cis.upenn.edu/~ungar/home.html,http://www.linkedin.com/pub/sampath-kannan/4/293/a80,,
Matt Blaze,University of Pennsylvania,1994,Associate,Security & Privacy,City University of New York - USA,Columbia University - USA,Princeton University - USA,University of Pennsylvania - USA,http://www.crypto.com/research.html,,,
Max Mintz,University of Pennsylvania,1974,Full,Algorithms & Theory,Cornell University - USA,Cornell University - USA,Cornell University - USA,,http://www.cis.upenn.edu/~mintz,http://www.emtm.upenn.edu/insites/insite-spring2005/insite-ets-winter_spr2005.html,,
Michael Kearns,University of Pennsylvania,2002,Full,Algorithms & Theory,University of California - Berkeley - USA,University of California - Berkeley - USA,Harvard University - USA,Massachusetts Institute of Technology - USA,http://www.cis.upenn.edu/~mkearns,http://rpinfo.rpi.edu/,,
Milo Martin,University of Pennsylvania,2004,Associate,Databases,,University of Wisconsin - Madison - USA,University of Wisconsin - Madison - USA,University of Wisconsin - Madison - USA,http://www.cis.upenn.edu/~milom/,,,
Mitch Marcus,University of Pennsylvania,1987,Full,Natural Language & Speech,Harvard University - USA,,Massachusetts Institute of Technology - USA,University of Pennsylvania - USA,http://www.cis.upenn.edu/~mitch/home.html,,,
Nadia Heninger,University of Pennsylvania,2013,Assistant,Security & Privacy,University of California - Berkeley - USA,Princeton University - USA,Princeton University - USA,University of California - San Diego - USA,http://www.cis.upenn.edu/~nadiah/,,,
Rajeev Alur,University of Pennsylvania,2003,Full,Computer Education,Indian Institute of Technology - Kanpur - India,,Stanford University - USA,,http://www.cis.upenn.edu/~alur/cv.pdf,,,
Rakesh Vohra,University of Pennsylvania,1984,Full,Algorithms & Theory,University College London - United Kingdom,London School of Economics - United Kingdom,University of Maryland - College Park - USA,,http://www.seas.upenn.edu/directory/profile.php?ID=192,,,
Sampath Kannan,University of Pennsylvania,,Full,Algorithms & Theory,,,University of California - Berkeley - USA,Rutgers - State University of New Jersey - New Brunswick - USA,http://www.cis.upenn.edu/~kannan/,,,
Sanjeev Khanna,University of Pennsylvania,,Full,Algorithms & Theory,Birla Institute of Technology and Science - Pilani - India,,Stanford University - USA,,http://www.cis.upenn.edu/~sanjeev/,,,
Stephanie Weirich,University of Pennsylvania,2002,Associate,Programming Languages,Rice University - USA,Cornell University - USA,Cornell University - USA,,http://www.cis.upenn.edu/~sweirich/,,,
Steve Zdancewic,University of Pennsylvania,2002,Associate,Programming Languages,Carnegie Mellon University - USA,Cornell University - USA,Cornell University - USA,,http://www.cis.upenn.edu/~stevez,http://engineering.wustl.edu/facultybio.aspx?faculty=161,,
Sudipto Guha,University of Pennsylvania,,Associate,Algorithms & Theory,,,Stanford University - USA,,http://www.cis.upenn.edu/~sudipto/,,,
Susan B. Davidson,University of Pennsylvania,1998,Full,Databases,Cornell University - USA,Princeton University - USA,Princeton University - USA,University of Pennsylvania - USA,http://www.cis.upenn.edu/~susan/cv.pdf,,,
Val Tannen,University of Pennsylvania,1997,Full,Databases,,,Massachusetts Institute of Technology - USA,,https://www.cs.umass.edu/speakers/val-tannen/2013/oct/10,,,
Zach Ives,University of Pennsylvania,1998,Associate,Databases,Sonoma State University - USA,,University of Washington - USA,,http://www.cis.upenn.edu/~zives/,https://www.seas.upenn.edu/directory/profile.php?ID=39,,
Shi-Kuo Chang,University of Pittsburgh,1986,Full,Multimedia,National Taiwan University - Taipei - Taiwan,University of California - Berkeley - USA,University of California - Berkeley - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=58,,,
Donald Chiarulli,University of Pittsburgh,1986,Full,Distributed & Parallel Computing,Louisiana State University - USA,Virginia Polytechnic Institute and State University - USA,Louisiana State University - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=59,,,
Bruce Childers,University of Pittsburgh,2000,Full,Hardware & Architecture,College of William and Mary - USA,,University of Virginia - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=60,http://people.cs.pitt.edu/~childers/,,
Sangyeun Cho,University of Pittsburgh,2004,Associate,Hardware & Architecture,Seoul National University - Seoul - Korea,,University of Minnesota - Twin Cities - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=204,,,
Panos Chrysanthis,University of Pittsburgh,1991,Full,Databases,University of Athens - Greece,,University of Massachusetts - Amherst - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=61,,,
Robert Daley,University of Pittsburgh,1975,Full,Algorithms & Theory,Carnegie Institute of Technology - USA,,Carnegie Mellon University - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=63,,,
Milos Hauskrecht,University of Pittsburgh,,Associate,Artificial Intelligence,,Slovak Technical University - Bratislava - Slovakia,Massachusetts Institute of Technology - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=64,,,
Rebecca Hwa,University of Pittsburgh,2003,Associate,Artificial Intelligence,University of California - Los Angeles - USA,,Harvard University - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=65,,,
Alexandros Labrinidis,University of Pittsburgh,2002,Associate,Databases,University of Crete - Greece,University of Crete - Greece,University of Maryland - College Park - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=2,http://pittsburgh.academia.edu/AlexandrosLabrinidis,,
John Lange,University of Pittsburgh,2010,Assistant,Operating Systems,Northwestern University - USA,Northwestern University - USA,Northwestern University - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=1230,,,
Adam Lee,University of Pittsburgh,2008,Associate,Security & Privacy,Cornell University - USA,University of Illinois at Urbana-Champaign - USA,University of Illinois at Urbana-Champaign - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=379,,,
Diane Litman,University of Pittsburgh,2001,Full,Artificial Intelligence,College of William and Mary - USA,University of Rochester - USA,University of Rochester - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=68,http://people.cs.pitt.edu/~litman/,,
G. Elisabeta Marai,University of Pittsburgh,2007,Assistant,Graphics,Politehnica University - Romania,Brown University - USA,Brown University - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=345,http://people.cs.pitt.edu/~marai/,,
Rami Melhem,University of Pittsburgh,1986,Full,Distributed & Parallel Computing,Cairo University - Cairo - Egypt,University of Pittsburgh - USA,University of Pittsburgh - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=69,,,
Daniel Mosse,University of Pittsburgh,1996,Full,Distributed & Parallel Computing,University of Brasilia - Brazil,University of Maryland - College Park - USA,University of Maryland - College Park - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=71,http://people.cs.pitt.edu/~mosse/personal.shtml,,
Kirk Pruhs,University of Pittsburgh,2001,Full,Networks & Communications,Iowa State University - USA,,University of Wisconsin-Madison - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=73,http://people.cs.pitt.edu/~kirk/,,
Jingtao Wang,University of Pittsburgh,2010,Assistant,Human-Computer Interaction,Xi’an Jiaotong University - Xi'an - China,Xi’an Jiaotong University - Xi'an - China,University of California - Berkeley - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=1222,,,
Janyce Wiebe,University of Pittsburgh,2002,Full,Artificial Intelligence,,,,,http://people.cs.pitt.edu/~wiebe/,,,
Youtao Zhang,University of Pittsburgh,2006,Associate,Security & Privacy,Nanjing University - Nanjing - China,Nanjing University - Nanjing - China,University of Arizona - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=320,http://people.cs.pitt.edu/~zhangyt/,,
Taieb Znati,University of Pittsburgh,1988,Full,Networks & Communications,,Purdue University - USA,Michigan State University - USA,,http://www.cs.pitt.edu/people/faculty_listing.php?id=80,http://people.cs.pitt.edu/~znati/Biography.html,,
James F. Allen,University of Rochester,1987,Full,Natural Language & Speech,,,University of Toronto - Canada,,http://www.cs.rochester.edu/u/james/,,,
Christopher M. Brown,University of Rochester,1991,Full,Computer Vision,Oberlin College - USA,University of Chicago - USA,University of Chicago - USA,,http://www.cs.rochester.edu/u/brown/bio/bio.html,,,
John Criswell,University of Rochester,,Assistant,Security & Privacy,,,University of Illinois at Urbana-Champaign - USA,,http://www.cs.rochester.edu/u/criswell/,,,
Chen Ding,University of Rochester,2001,Full,Distributed & Parallel Computing,Peking University - Beijing - China,Michigan Technological University - USA,Rice University - USA,,http://www.cs.rochester.edu/~cding/,,,
Sandhya Dwarkadas,University of Rochester,1999,Full,Distributed & Parallel Computing,Indian Institute of Technology - Bombay - India,Rice University - USA,Rice University - USA,,https://www.cs.rochester.edu/~sandhya/,,,
Daniel Gildea,University of Rochester,2003,Associate,Machine Learning & Pattern Recognition,University of California - Berkeley - USA,University of California - Berkeley - USA,University of California - Berkeley - USA,,http://www.cs.rochester.edu/u/gildea/,,,
Philip Guo,University of Rochester,2014,Assistant,Computer Education,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Stanford University - USA,,http://www.pgbovine.net/philip-guo-cv.pdf,,,
Lane A. Hemaspaandra,University of Rochester,1989,Full,Algorithms & Theory,Yale University - USA,Standford University - USA,Cornell University - USA,,http://www.cs.rochester.edu/~lane/,,,
M. Ehsan Hoque,University of Rochester,2008,Assistant,Human-Computer Interaction,Pennsylvania State University - USA,University of Memphis - USA,Massachusetts Institute of Technology - USA,,http://www.cs.rochester.edu/people/faculty/hoque_m.ehsan/index.html,http://web.media.mit.edu/~mehoque/,,
Engin Ipek,University of Rochester,2009,Assistant,Hardware & Architecture,Cornell University - USA,Cornell University - USA,Cornell University - USA,,http://www.cs.rochester.edu/~ipek/Home.html,,,
Henry Kautz,University of Rochester,2006,Full,Natural Language & Speech,Cornell University - USA,Johns Hopkins University - USA,University of Toronto - Canada,,http://www.cs.rochester.edu/u/kautz/,,,
Ji Liu,University of Rochester,2014,Assistant,Machine Learning & Pattern Recognition,University of Science and Technology of China - China,Arizona State University - USA,University of Wisconsin - Madison - USA,,http://www.cs.rochester.edu/u/jliu/index.html,,,
Jiebo Luo,University of Rochester,2011,Full,Computer Vision,University of Science and Technology of China - China,University of Science and Technology of China - China,University of Rochester - USA,,http://www.cs.rochester.edu/u/jluo/,https://www.linkedin.com/in/jieboluo,,
Randal C. Nelson,University of Rochester,1994,Associate,Computer Vision,University of Wyoming - USA,University of Maryland - College Park - USA,University of Maryland - College Park - USA,,http://www.cs.rochester.edu/~nelson/,,,
Lenhart K. Schubert,University of Rochester,1988,Full,Natural Language & Speech,,,University of Toronto - Canada,,http://www.cs.rochester.edu/u/schubert/,,,
Michael L. Scott,University of Rochester,1997,Full,Distributed & Parallel Computing,,,University of Wisconsin - Madison - USA,,http://www.cs.rochester.edu/~scott/,,,
Joel I. Seiferas,University of Rochester,1979,Associate,Algorithms & Theory,,,Massachusetts Institute of Technology - USA,,https://www.cs.rochester.edu/~joel/,,,
Kai Shen,University of Rochester,2008,Associate,Hardware & Architecture, Shanghai Jiaotong University - China,,University of California - Santa Barbara - USA,,http://www.cs.rochester.edu/~kshen/,,,
Daniel Stefankovic,University of Rochester,2005,Associate,Algorithms & Theory,Comenius University - Slovakia,University of Chicago - USA,University of Chicago - USA,,http://www.cs.rochester.edu/~stefanko/,,,
Muthuramakrishnan Venkitasubramaniam,University of Rochester,2011,Assistant,Security & Privacy,Indian Institute of Technology - Madras - India,,Cornell University - USA,,https://www.cs.rochester.edu/people/faculty/venkitasubramaniam_muthu/index.html,https://www.cs.rochester.edu/u/muthuv/,,
Aiichiro Nakano,University of Southern California,1986,Full,Scientific Computing,,,University of Tokyo - Japan,,http://cacs.usc.edu/nakano.php,,,
Ari Requicha,University of Southern California,1986,Full,Scientific Computing,Instituto Superior Tecnico - Lisbon - Portugal,,University of Rochester - USA,University of Rochester - USA,http://www-bcf.usc.edu/~requicha/,,,
Barry Boehm,University of Southern California,,Full,Software Engineering,Harvard University - USA,University of California - Los Angeles - USA,University of California - Los Angeles - USA,University of Massachusetts - USA,http://sunset.usc.edu/people/barry.html,,,
Bhaskar Krishnamachari,University of Southern California,2001,Full,Networks & Communications,Cooper Union - USA,,Cornell University - USA,,http://ceng.usc.edu/~bkrishna/,http://ceng.usc.edu/~bkrishna/cv.html,,
Cauligi (Raghu) Raghavendra,University of Southern California,1993,Full,Networks & Communications,Bangalore University - India,Indian Institute of Science - Bangalore - India,University of California - Los Angeles - USA,,http://ceng.usc.edu/~raghu/,,,
Cyrus Shahabi,University of Southern California,1998,Full,Data Mining,Sharif University of Technology - Tehran - Iran,University of Southern California - USA,University of Southern California - USA,,http://infolab.usc.edu/Shahabi/,,,
David Kempe,University of Southern California,,Associate,Algorithms & Theory,,,Cornell University - USA,University of Washington - USA,http://www-bcf.usc.edu/~dkempe/,,,
Dennis McLeod,University of Southern California,2004,Full,Databases,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://sir-lab.usc.edu/faculty.html,,,
Ellis Horowitz,University of Southern California,2012,Full,Software Engineering,Brooklyn College - USA,University of Southern California - USA,University of Wisconsin - Madison - USA,,http://www.ellishorowitz.com/,,,
Ethan Katz-Bassett,University of Southern California,2008,Assistant,Networks & Communications,University of Washington - USA,University of Wisconsin - Madison - USA,University of Washington - USA,,http://www-bcf.usc.edu/~katzbass/,,,
Fei Sha,University of Southern California,2008,Associate,Machine Learning & Pattern Recognition,Southeast University - Nanjing - China,Southeast University - Nanjing - China,University of Pennsylvania - USA,University of California - Berkeley - USA,www-bcf.usc.edu/~feisha/?,,,
Francisco Valero-Cuevas,University of Southern California,1999,Full,Bioinformatics & Computational Biology,Swarthmore College - USA,Queen's University - Ontario - Canada,Stanford University - USA,,http://bbdl.usc.edu/Francisco.php,,,
Gaurav S. Sukhatme,University of Southern California,2000,Full,Real-Time & Embedded Systems,Indian Institute of Technology - Bombay - India,University of Southern California - USA,University of Southern California - USA,University of Southern California - USA,http://www-robotics.usc.edu/~gaurav/,http://robotics.usc.edu/~gaurav/pmwiki/pmwiki.php?n=Main.BiographyAndCV,,
Gerard Medioni,University of Southern California,,Full,Computer Education,,University of California - Los Angeles - USA,University of Southern California - USA,University of Southern California - USA,http://iris.usc.edu/people/medioni/,,,
Hao Li,University of Southern California,2013,Assistant,Graphics,Karlsruhe Institute of Technology - Germany,,École Polytechnique Fédérale de Lausanne - Switzerland,Columbia University - USA,http://www.hao-li.com/Hao_Li/Hao_Li_-_about_me.html,http://www.hao-li.com/documents/resume.pdf,,
Jay Kuo,University of Southern California,,Full,Networks & Communications,National Taiwan University - Taipei - Taiwan,,Massachusetts Institute of Technology - USA,,http://weblaw.usc.edu/how/gip/mcl/,,,
Jeffrey A. Miller,University of Southern California,2001,Associate,Hardware & Architecture,University of Southern California - USA,,University of Southern California - USA,University of Southern California - USA,http://www.sigmacoding.com/jeff/,,,
Jernej Barbic,University of Southern California,2009,Assistant,Graphics,University of Ljubljana - Slovenia,Carnegie Mellon University - USA,Carnegie Mellon University - USA,Massachusetts Institute of Technology - USA,http://www-bcf.usc.edu/~jbarbic/,,,
Kai Hwang,University of Southern California,1985,Full,Networks & Communications,National Taiwan University - Taipei - Taiwan,University of Hawaii - USA,University of California - Berkeley - USA,,http://gridsec.usc.edu/hwang/resume/Hwang-BioSketch-Feb18-2013.pdf,,,
Kevin Knight,University of Southern California,1993,Full,Natural Language & Speech,Harvard University - USA,,Carnegie Mellon University - USA,,http://www.isi.edu/natural-language/people/knight.html,http://www.isi.edu/natural-language/people/kk-vita-14.pdf,,
Laurent Itti,University of Southern California,2002,Full,Bioinformatics & Computational Biology,,Stanford University - USA,California Institute of Technology - USA,Harbor-UCLA Medical Center - USA,http://ilab.usc.edu/itti/,,,
Leana Golubchik,University of Southern California,2002,Full,Software Engineering,University of California - Los Angeles - USA,University of California - Los Angeles - USA,University of California - Los Angeles - USA,,http://bourbon.usc.edu/leana/,http://bourbon.usc.edu/leana/leana-cv.pdf,,
Leonard Adleman,University of Southern California,1994,Full,Algorithms & Theory,University of California - USA,University of California - USA,University of California - Berkeley - USA,,http://www.usc.edu/dept/molecular-science/fm-adleman.htm,,,
Maja J Mataric,University of Southern California,1997,Full,Human-Computer Interaction,,,Massachusetts Institute of Technology - USA,,http://www-robotics.usc.edu/~maja/,,,
Melvin Breuer,University of Southern California,1986,Full,Scientific Computing,,Massachusetts Institute of Technology - USA,University of California - Berkeley - USA,University of California - Berkeley - USA,http://ee.usc.edu/faculty_staff/faculty_directory/breuer.htm,,,
Michael Arbib,University of Southern California,,Full,Bioinformatics & Computational Biology,,University of California - USA,Massachusetts Institute of Technology - USA,,http://www.usc.edu/programs/neuroscience/faculty/profile.php?fid=16,,,
Michael S Waterman,University of Southern California,1984,Full,Bioinformatics & Computational Biology,Oregon State University - USA,,Michigan State University - USA,,http://www.cmb.usc.edu/people/msw/Waterman.html,,,
Milind Tambe,University of Southern California,1994,Full,Artificial Intelligence,Birla Institute of Technology and Science - Pilani - India,Birla Institute of Technology and Science - Pilani - India,Carnegie Mellon University - USA,,http://teamcore.usc.edu/tambe/CV.pdf,,,
Ming-Deh Huang,University of Southern California,2007,Full,Algorithms & Theory,,,Princeton University - USA,,http://www-rcf.usc.edu/~mdhuang/,http://genealogy.math.ndsu.nodak.edu/id.php?id=82102,,
