Name;ReleaseDate;Action;Adventure;Children;Comedy;Crime;Documentary;Drama;Fantasy;Noir;Horror;Musical;Mystery;Romance;SciFi;Thriller;War;Western;AvgRating;Watches
Backdraft;1991;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.44;869
The Fisher King;1991;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;3.63;945
The River;1984;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.22;64
Country;1984;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.39;33
Places in the Heart;1984;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.7;213
'Night Mother;1986;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.37;70
End of Days;1999;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2.63;564
Toy Story 2;1999;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.22;1585
Flawless;1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.16;110
Miss Julie;1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.73;11
Ride with the Devil;1999;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;3.3;73
Tumbleweeds;1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.53;66
Bay of Blood (Reazione a catena);1971;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.67;3
The Distinguished Gentleman;1992;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.02;130
The Hitch-Hiker;1953;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3.56;18
Santa Fe Trail;1940;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;3.38;29
Spring Fever USA (a.k.a. Lauderdale);1989;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3
Agnes Browne;1999;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.32;34
The End of the Affair;1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.52;200
The End of the Affair;1955;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;3
Holy Smoke;1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.23;56
Map of the World, A;1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.45;51
Sweet and Lowdown;1999;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.7;288
Bonfire of the Vanities;1990;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.37;118
Broadway Damage;1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5;2
Daddy Long Legs;1919;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.63;38
Go West;1925;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.71;42
Grand Illusion (Grande illusion, La);1937;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.34;165
The Great Santini;1979;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.95;195
The James Dean Story;1957;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;3
The Sea Wolves;1980;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.81;16
Stealing Home;1988;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.2;66
Tarzan the Fearless;1933;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.18;17
The Three Ages;1923;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.44;9
The Two Jakes;1990;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.05;62
U2: Rattle and Hum;1988;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;3.38;130
Hell in the Pacific;1968;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3.7;33
The Glass Bottom Boat;1966;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.27;49
The Cradle Will Rock;1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.36;259
Deuce Bigalow: Male Gigolo;1999;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.76;308
The Green Mile;1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;4.15;1222
The Cider House Rules;1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.95;711
Diamonds;1999;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2.44;9
The War Zone;1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.68;60
The Bat Whispers;1930;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;2;1
The Last Picture Show;1971;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.97;354
The 7th Voyage of Sinbad;1958;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3.62;258
Blood on the Sun;1945;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3.5;8
Anna and the King;1999;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.41;333
Bicentennial Man;1999;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;2.91;383
Stuart Little;1999;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.15;520
The Emperor and the Assassin (Jing ke ci qin wang);1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.64;44
Fantasia 2000;1999;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3.81;453
Magnolia;1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.89;1113
Onegin;1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.47;19
Simpatico;1999;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2.48;21
Topsy-Turvy;1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.7;304
The Alley Cats;1968;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;1
Boiling Point;1993;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.62;61
Brenda Starr;1989;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.17;6
Carnal Knowledge;1971;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.63;166
Easy Rider;1969;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.77;485
The Falcon and the Snowman;1984;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.51;253
Hi-Yo Silver;1940;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3.5801;0
Room at the Top;1959;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.92;25
Ulysses (Ulisse);1954;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1
Any Given Sunday;1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.13;483
Man on the Moon;1999;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.49;874
Galaxy Quest;1999;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;3.77;1728
The Talented Mr. Ripley;1999;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;3.5;1331
Next Friday;1999;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.6;168
The Hurricane;1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.85;509
Angela's Ashes;1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.41;225
Play it to the Bone;1999;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2.2;70
Titus;1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.71;163
Mr. Death: The Rise and Fall of Fred A. Leuchter Jr.;1999;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.96;124
The Third Miracle;1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.62;45
Montana;1998;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;3;5
Snow Falling on Cedars;1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.41;398
Girl, Interrupted;1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.48;431
Trans;1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;3
The Life and Times of Hank Greenberg;1998;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.7;54
My Dog Skip;1999;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.64;300
Supernova;2000;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2.15;161
The Quarry;1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
The Terrorist (Malli);1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.08;24
Creature;1999;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
The Way We Were;1973;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.3;220
Tess of the Storm Country;1922;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
Stalag 17;1953;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.23;394
The Presidio;1988;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.3;251
Papillon;1973;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.07;325
Pal Joey;1957;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;3.35;72
The Last Detail;1973;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.85;172
Five Easy Pieces;1970;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.95;359
Even Dwarfs Started Small (Auch Zwerge haben klein angefangen);1971;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1
Dead Calm;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.68;497
The Boys from Brazil;1978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.66;204
Black Sunday (La Maschera Del Demonio);1960;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.25;4
Against All Odds;1984;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.25;133
The Snows of Kilimanjaro;1952;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.2;5
Loaded Weapon 1;1993;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.76;264
The Loves of Carmen;1948;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1
Fast Times at Ridgemont High;1982;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.84;886
Cry in the Dark, A;1988;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.52;66
Born to Win;1971;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.5;2
Batman: Mask of the Phantasm;1993;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.56;232
American Flyers;1985;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.33;97
Voyage of the Damned;1976;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.18;11
Vampyros Lesbos (Las Vampiras);1970;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.33;3
Star Is Born, A;1937;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.35;91
Poison;1991;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.19;32
Pacific Heights;1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.26;447
Night Tide;1961;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1
The Draughtsman's Contract;1982;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.41;29
Carmen;1984;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.17;30
Zed & Two Noughts, A;1985;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.41;29
Woman in the Dunes (Suna no onna);1964;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.05;77
Down to You;2000;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.69;122
Hellhounds on My Trail;1999;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
Not Love, Just Frenzy;1996;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;3.5801;0
Wirey Spindell;1999;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
Another Man's Poison;1952;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;4;1
The Odessa File;1974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.67;78
The Saphead;1920;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
Seven Chances;1925;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5
Smashing Time;1967;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2
Train Ride to Hollywood;1978;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
Where the Buffalo Roam;1980;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;71
Zachariah;1971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3.5;2
Kestrel's Eye;1998;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1
Eye of the Beholder;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2.13;267
Isn't She Great?;2000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.38;37
The Big Tease;1999;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.27;33
The Cup;1999;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.67;57
Santitos;1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.67;3
Encino Man;1992;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5;293
The Goodbye Girl;1977;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.7;322
I Am Cuba (Soy Cuba/Ya Kuba);1964;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.8;5
Malcolm X;1992;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.9;475
Sister Act;1992;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3.17;666
Sister Act 2: Back in the Habit;1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.54;202
The Hand That Rocks the Cradle;1992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.14;340
Alive;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.4;366
Agnes of God;1985;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;3.38;276
Scent of a Woman;1992;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.71;555
Wayne's World;1992;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.6;1120
Wayne's World 2;1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.88;433
League of Their Own, A;1992;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.68;1099
Patriot Games;1992;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.75;1052
The Bodyguard;1992;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;2.86;626
Death Becomes Her;1992;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.75;339
Far and Away;1992;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.37;403
Howards End;1992;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.73;480
Singles;1992;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;3.48;429
Twin Peaks: Fire Walk with Me;1992;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2.97;163
White Men Can't Jump;1992;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.19;667
Buffy the Vampire Slayer;1992;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3.09;512
Hard-Boiled (Lashou shentan);1992;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4.14;327
Man Bites Dog;1992;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;3.66;154
Mariachi, El;1992;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.69;483
Stop! Or My Mom Will Shoot;1992;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1.78;179
Forever Young;1992;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3.2;477
The Cutting Edge;1992;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.29;200
Of Mice and Men;1992;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.85;328
Bad Lieutenant;1992;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.2;171
Scream 3;2000;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;2.73;577
Single White Female;1992;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.11;438
The Boondock Saints;1999;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.62;92
Gun Shy;2000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.65;46
Beloved/Friend (Amigo/Amado);1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;1
Gendernauts;1999;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
Knockout;1999;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
The Baby;1973;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;1
The Brandon Teena Story;1998;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4.04;49
Different for Girls;1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.7;10
Minnie and Moskowitz;1971;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.47;15
They Might Be Giants;1971;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.73;45
The Beach;2000;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.7;423
Snow Day;2000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.21;122
The Tigger Movie;2000;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.73;129
Cotton Mary;1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;4
Not One Less (Yi ge dou bu neng shao);1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.77;52
Soft Toilet Seats;1999;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1
Trois;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1
The Big Combo;1955;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3.83;6
Conceiving Ada;1997;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;3.4;5
Eaten Alive;1976;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.5;2
Raining Stones;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5;2
To Sir with Love;1967;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.79;203
With Byrd at the South Pole;1930;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1
Boiler Room;2000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.46;590
Hanging Up;2000;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2.3;176
Pitch Black;2000;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.3;542
The Whole Nine Yards;2000;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3.38;602
Beautiful People;1999;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.34;53
Black Tar Heroin: The Dark End of the Street;1999;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.5;6
Blue Collar;1978;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.57;56
Bluebeard;1944;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;4;2
The Circus;1928;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.96;24
City Lights;1931;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;4.39;271
The Flamingo Kid;1984;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.2;294
Dog's Life, A;1920;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.67;24
The Kid;1921;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.79;62
The Man from Laramie;1955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3.79;33
The McCullochs;1975;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1
Class Reunion;1982;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.25;20
The Big Trees;1952;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.25;4
Happy Go Lovely;1951;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1
Reindeer Games;2000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2.77;289
Wonder Boys;2000;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.95;496
Deterrence;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.48;48
Judy Berlin;1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.11;28
Mifune (Mifunes sidste sang);1999;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.51;45
The Waiting Game;2000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1
3 Strikes;2000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.75;4
Chain of Fools;2000;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1
Drowning Mona;2000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.76;190
The Next Best Thing;2000;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2.33;160
What Planet Are You From?;2000;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2.86;180
Beyond the Mat;2000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.53;134
Ghost Dog: The Way of the Samurai;1999;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.84;314
The Year My Voice Broke;1987;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.81;27
Splendor in the Grass;1961;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.76;108
My Tutor;1983;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.31;35
The Legend of Lobo;1962;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
The Killing of Sister George;1968;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5;16
Key Largo;1948;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;4.08;461
Jail Bait;1954;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2.67;12
It Happened Here;1961;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;2
I'll Never Forget What's 'is Name;1967;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5;2
For All Mankind;1989;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4.44;27
Cross of Iron;1977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.74;43
Bride of the Monster;1956;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.8;71
Born Yesterday;1950;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.04;177
Birdy;1984;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3.86;223
And God Created Woman;1988;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;2.38;40
Blood Feast;1963;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.6;20
Charlie, the Lonesome Cougar;1967;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.13;23
Color Me Blood Red;1965;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.8;5
Never Cry Wolf;1983;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.98;212
The Night Visitor;1970;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;3.5801;0
The Perils of Pauline;1947;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.4;25
Raisin in the Sun, A;1961;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.97;143
Two Thousand Maniacs!;1964;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.27;15
Brown's Requiem;1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.67;3
The Closer You Get;2000;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;4;2
Mission to Mars;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2.6;793
The Ninth Gate;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2.88;298
Condo Painting;2000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
East-West (Est-ouest);1999;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.77;103
Defending Your Life;1991;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.68;446
Breaking Away;1979;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.08;520
Hoosiers;1986;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.92;590
Bull Durham;1988;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.84;1095
Dog Day Afternoon;1975;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;3.97;765
American Graffiti;1973;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;4.03;990
The Asphalt Jungle;1950;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;3.93;151
The Searchers;1956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4.09;245
Where Eagles Dare;1969;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.81;265
The Devil's Brigade;1968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.37;43
The Big Country;1958;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3.65;63
Any Number Can Win;1963;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
Betrayed;1988;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3.43;86
Bound for Glory;1976;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.71;48
The Bridge at Remagen;1969;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.55;56
Buck and the Preacher;1972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2.67;3
