Movie Title,Passes Bechdel Test?,Number of Criteria Passed,Clarity of Pass,Has at least two [named] women in it,The women talk to each other,The women talk about something besides a man,Genre,Director,Main Actors,Production Company,Plot Keywords (top 10),Year,Rating,Runtime (min),Plot,Language,Country,Image,IMDb Popularity Score,Award Popularity,IMDb rating,IMDb votes,Nominations,Wins,IMDB Link
Twelve Thirty (2010),Yes,3,Clear,Pass,Pass,Pass,Drama,Jeff Lipsky,"Reed Birney, Jonathan Groff, Mamie Gummer, Portia Reiners",Twelve Thirty Productions,"older woman younger man relationship, bisexual man, dialogue driven storyline, coming of age, female full frontal nudity, female nudity, satanist, sex in a closet, closet, furrier",2010,Unrated,120,"TWELVE THIRTY is drama about a family with adult children that is broken, and a self-centered young man who, in the span of a week, becomes entangled in each of their lives, wreaking havoc ...",English,United States,http://ia.media-imdb.com/images/M/MV5BMTQyNDkyMjU5NF5BMl5BanBnXkFtZTgwNzMwNDA2MDE@._V1_SX300.jpg,644,1,4.5,143,1,,http://www.imdb.com/title/tt1520453/
Two Night Stand (2014),Yes,3,Clear,Pass,Pass,Pass,"Comedy, Romance",Max Nichols,"Analeigh Tipton, Miles Teller, Jessica Szohr, Scott Mescudi","Demarest Films, Flynn Picture Company",,2014,Restricted,86,A snowstorm forces two people who made an online connection to unwillingly extend their one-night stand.,English,United States,http://ia.media-imdb.com/images/M/MV5BMjMwNDg0NDMwOF5BMl5BanBnXkFtZTgwOTc3MjA0MjE@._V1_SX300.jpg,44935,,6.5,"6,913",,,http://www.imdb.com/title/tt2140619/
Tyrannosaur (2011),No,2,,Pass,Pass,Fail,Drama,Paddy Considine,"Peter Mullan, Archie Lal, Jag Sanghera, Mike Fearnley","Warp X, Inflammable Films, Film4","charity shop, violence, christian, rage, dying, hiding, store, beating, domestic violence, dog attack",2011,Not Rated,92,"Joseph, a man plagued by violence and a rage that is driving him to self-destruction, earns a chance of redemption that appears in the form of Hannah, a Christian charity shop worker.",English,United Kingdom,http://ia.media-imdb.com/images/M/MV5BMjIwNzAxMDgxM15BMl5BanBnXkFtZTcwODM5NzU4NQ@@._V1_SX300.jpg,164016,110,7.6,"21,581",20,18,http://www.imdb.com/title/tt1204340/
UMMAH - Unter Freunden (2013),No,1,,Pass,Fail,Fail,"Comedy, Drama",Cüneyt Kaya,"Frederick Lau, Mona Pirzad, Kida Khodr Ramadan, Dirk Talága",All Ahead Film,,2013,,107,"After killing two skinheads in a failed operation against NeoNazis, young undercover intelligence agent Daniel finds a hiding place and new friends in Berlins Turkish Arab community. ...","German, Turkish, Arabic",Germany,,949,4,6.5,146,4,,http://www.imdb.com/title/tt2664258/
Una hora mas en Canarias (2010),Yes,3,Clear,Pass,Pass,Pass,"Comedy, Musical",David Serrano,"Quim Gutiérrez, Angie Cepeda, Juana Acosta, Eduardo Blanco","Telespan 2000, Dynamo, Instituto de Crédito Oficial (ICO)",,2010,,96,,Spanish,"Spain, Colombia",http://ia.media-imdb.com/images/M/MV5BMjI3Njg4NTczMl5BMl5BanBnXkFtZTcwNTM3MjU4Nw@@._V1_SX300.jpg,1070,,5,214,,,http://www.imdb.com/title/tt1161411/
Uncle Boonmee Who Can Recall His Past Lives (2010),Yes,3,Clear,Pass,Pass,Pass,"Drama, Fantasy",Apichatpong Weerasethakul,"Thanapat Saisaymar, Jenjira Pongpas, Sakda Kaewbuadee, Natthakarn Aphaiwonk","Kick the Machine, Illuminations Films, Anna Sanders Films","long lost son, illness, jungle, cave, kidney failure, deathbed, ghost, cell phone, buddhist funeral, funeral",2010,Not Rated,114,"On his deathbed, Uncle Boonmee, recalls his many past lives.","Thai, French","Thailand, United Kingdom, France, Germany, Spain, Netherlands",http://ia.media-imdb.com/images/M/MV5BMTc2MjAxMzI3NV5BMl5BanBnXkFtZTcwMDE3MDU0NA@@._V1_SX300.jpg,47401,61,6.6,"7,182",16,9,http://www.imdb.com/title/tt1588895/
Under the Skin (2013),No,0,,Fail,Fail,Fail,"Drama, Sci-Fi, Thriller",Jonathan Glazer,"Scarlett Johansson, Jeremy McWilliams, Lynsey Taylor Mackay, Dougie McConnell","Film4, British Film Institute (BFI), Silver Reel","alien, playing against type, female star appears nude, desire, female frontal nudity, male nudity, woman looking at herself nude in a mirror, woman wearing black lingerie, close up of eye, attempted rape",2013,Restricted,108,A mysterious woman seduces lonely men in the evening hours in Scotland. Events lead her to begin a process of self-discovery.,English,"United Kingdom, United States, Switzerland",http://ia.media-imdb.com/images/M/MV5BMTU1MDEwMDg4Nl5BMl5BanBnXkFtZTgwOTk3NTcxMTE@._V1_SX300.jpg,266054,13,6.2,"42,912",8,1,http://www.imdb.com/title/tt1441395/
Underworld: Awakening (2012),Yes,3,Clear,Pass,Pass,Pass,"Action, Fantasy, Horror","Måns Mårlind, Björn Stein","Kate Beckinsale, Stephen Rea, Michael Ealy, Theo James","Screen Gems, Lakeshore Entertainment, Saturn Films","vampire, battle, detective, scientist, cryogenics, escape, subjective camera, sexy suit, urban gothic, colon in title",2012,Restricted,88,"When human forces discover the existence of the Vampire and Lycan clans, a war to eradicate both species commences. The vampire warrior Selene leads the battle against humankind.","English, Russian",United States,http://ia.media-imdb.com/images/M/MV5BMjAxMjc0ODk0OF5BMl5BanBnXkFtZTcwMTc5NDQwNw@@._V1_SX300.jpg,618042,5,6.4,"96,569",,1,http://www.imdb.com/title/tt1496025/
Une vie de chat (2010),Yes,3,Clear,Pass,Pass,Pass,"Animation, Crime, Family","Jean-Loup Felicioli, Alain Gagnol","Dominique Blanc, Bernadette Lafont, Bruno Salomone, Jean Benguigui","Folimage, Digit Anima, France 3","mute girl, policewoman, cat burglar, child pet relationship, kidnapping, organized crime, mother daughter relationship, notre dame cathedral, pursuit, walking on a roof",2010,Parental guidance,70,"In Paris, a cat who lives a secret life as a cat burglar's aide must come to the rescue of Zoe, the little girl he lives with, after she falls into a gangster's clutches.",French,"France, Netherlands, Switzerland, Belgium",http://ia.media-imdb.com/images/M/MV5BMTAzODU0NDExMTNeQTJeQWpwZ15BbWU3MDk2NjMxMzc@._V1_SX300.jpg,47479,11,6.9,"6,881",6,1,http://www.imdb.com/title/tt1673702/
Union Squre (2011),Yes,3,Clear,Pass,Pass,Pass,Drama,Nancy Savoca,"Mira Sorvino, Mike Doyle, Tammy Blanchard, Michael Rispoli","Armian Pictures, Cine-Si",title directed by female,2011,Not Rated,80,"Jenny, who has rejected her tumultuous family for a more ordered life, gets a surprise visit from her sister Lucy at a critical time - right at the moment where she's feels ready to commit to her longtime fiancé.",English,United States,http://ia.media-imdb.com/images/M/MV5BMTgxNTQyNzkzNl5BMl5BanBnXkFtZTcwNDc2Mzg1Ng@@._V1_SX300.jpg,1980,,4.9,404,,,http://www.imdb.com/title/tt1783798/
Unstoppable (2010),Yes,3,Dubious,Pass,Pass,Pass,"Action, Thriller",Tony Scott,"Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee","Twentieth Century Fox, Prospect Park, Scott Free Productions","train, runaway train, train engineer, race against time, freight train, train conductor, kissing, train movie, african american protagonist, train driver",2010,"Parental guidance, Unsuitable for children under 13",98,"With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe.",English,United States,http://ia.media-imdb.com/images/M/MV5BMjI4NDQwMDM0N15BMl5BanBnXkFtZTcwMzY1ODMwNA@@._V1_SX300.jpg,847402,18,6.8,"124,618",13,1,http://www.imdb.com/title/tt0477080/
Untouchable (2011),No,1,,Pass,Fail,Fail,"Biography, Comedy, Drama","Olivier Nakache, Eric Toledano","François Cluzet, Omar Sy, Anne Le Ny, Audrey Fleurot","Quad Productions, Ten Films, Canal+","intellectual, paragliding, lifting a male into the air, care, stocking, shaved head, archive footage, reference to freddie mercury, reference to victor hugo, reference to the village people",2011,Restricted,112,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caretaker.","French, English",France,http://ia.media-imdb.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@._V1_SX300.jpg,2955270,191,8.6,"343,636",36,31,http://www.imdb.com/title/tt1675434/
Unutursam Fısılda (2014),No,2,,Pass,Pass,Fail,"Drama, Music",Çagan Irmak,"Farah Zeynep Abdullah, Jale Aylanç, Lale Basar, Kerem Bursin",TAFF Pictures,,2014,,,An old pop singer who has Alzheimer's returns to her old house where she remembers her old days of climbing the stairs of fame and fortune while trying to deal with her older sister who holds her responsible for her ruined life.,Turkish,Turkey,,5768,,7.6,759,,,http://www.imdb.com/title/tt4114744/
V/H/S (2012),No,1,,Pass,Fail,Fail,Horror,"Matt Bettinelli-Olpin, David Bruckner, Tyler Gillett, Justin Martinez, Glenn McQuaid, Radio Silence, Joe Swanberg, Chad Villella, Ti West, Adam Wingard","Calvin Reeder, Lane Hughes, Kentucker Audley, Adam Wingard","8383 Productions, Bloody Disgusting, The Collective","vhs, found footage, filming, anthology, television, anthology film, alien, darkness, video chat, knife",2012,Restricted,116,"When a group of misfits is hired by an unknown third party to burglarize a desolate house and acquire a rare VHS tape, they discover more found footage than they bargained for.",English,United States,http://ia.media-imdb.com/images/M/MV5BMTUwODAxMzMwNF5BMl5BanBnXkFtZTcwMTk3MTQ5Nw@@._V1_SX300.jpg,198053,3,5.8,"34,147",3,,http://www.imdb.com/title/tt2105044/
V/H/S/2 (2013),Yes,3,Dubious,Pass,Pass,Pass,"Horror, Thriller","Simon Barrett, Jason Eisener, Gareth Evans, Gregg Hale, Eduardo Sánchez, Timo Tjahjanto, Adam Wingard","Lawrence Michael Levine, Kelsy Abbott, L.C. Holt, Simon Barrett","The Collective, Bloody Disgusting, 8383 Productions","private investigator, vhs, anthology film, male masturbation, strobe light, spaceship, ufo, sleeping bag, sex scene, water balloon",2013,Restricted,96,"Searching for a missing student, two private investigators break into his house and find collection of VHS tapes. Viewing the horrific contents of each cassette, they realize there may be dark motives behind the student's disappearance.","English, Indonesian","United States, Canada, Indonesia",http://ia.media-imdb.com/images/M/MV5BODg4OTMxNDAxMV5BMl5BanBnXkFtZTcwMjM4ODQ0OQ@@._V1_SX300.jpg,119145,14,6.1,"19,532",4,2,http://www.imdb.com/title/tt2450186/
Vai que da Certo (2013),No,1,,Pass,Fail,Fail,Comedy,Maurício Farias,"Danton Mello, Lúcio Mauro Filho, Fábio Porchat, Gregório Duvivier","Globo Filmes, Imagem Filmes",,2013,,,5 friends have a plan to rob a transporter that can change their lives completed.,Portuguese,Brazil,,4283,,5.9,726,,,http://www.imdb.com/title/tt2220408/
Valentine's Day (2010),Yes,3,Clear,Pass,Pass,Pass,"Comedy, Romance",Garry Marshall,"Jessica Alba, Kathy Bates, Jessica Biel, Bradley Cooper","New Line Cinema, Rice Films, Karz Entertainment","valentine, valentine's day, sex, boy, flower, single, indian restaurant, restaurant, party, high school",2010,"Parental guidance, Unsuitable for children under 13",125,Intertwining couples and singles in Los Angeles break-up and make-up based on the pressures and expectations of Valentine's Day.,English,United States,http://ia.media-imdb.com/images/M/MV5BMTk3MTIwNDIxNF5BMl5BanBnXkFtZTcwMDMyMzcwMw@@._V1_SX300.jpg,468095,42,5.8,"80,706",12,6,http://www.imdb.com/title/tt0817230/
Valkaama (2010),No,2,,Pass,Pass,Fail,Drama,Tim Baumann,"Matylda Baczynska, Tim Baumann, Anna Fraczak, Rafal Fudalej","Digitmedia, VEB Film Leipzig","free, open source, trauma",2010,,93,,English,Germany,,35,,4.4,8,,,http://www.imdb.com/title/tt1669706/
Vampire Academy (2014),Yes,3,Clear,Pass,Pass,Pass,"Action, Comedy, Fantasy",Mark Waters,"Zoey Deutch, Lucy Fry, Danila Kozlovsky, Gabriel Byrne","Angry Films, Kintop, Preger Entertainment","vampire, dhampir, academy, guardian, princess, friend, training, royal, blood, half vampire",2014,"Parental guidance, Unsuitable for children under 13",104,"Rose Hathaway is a Dhampir, half human-half vampire, a guardian of the Moroi, peaceful, mortal vampires living discreetly within our world. Her calling is to protect the Moroi from bloodthirsty, immortal Vampires, the Strigoi.",English,"United States, United Kingdom, Romania",http://ia.media-imdb.com/images/M/MV5BMTUyOTI0MzUyM15BMl5BanBnXkFtZTgwMzI2MzU0MDE@._V1_SX300.jpg,159992,2,5.6,"28,570",2,,http://www.imdb.com/title/tt1686821/
Vanishing on 7th Street (2010),No,1,,Pass,Fail,Fail,"Horror, Mystery, Thriller",Brad Anderson,"Hayden Christensen, John Leguizamo, Thandie Newton, Jacob Latimore","Herrick Entertainment, Plum Pictures, Circle of Confusion","candle, hospital, detroit michigan, flashlight, sunrise, number 7 in title, darkness, shadow, power outage, light",2010,Restricted,92,"The population of Detroit has almost completely disappeared, but a few remain. As daylight disappears they realize that the Dark is coming for them.",English,United States,http://ia.media-imdb.com/images/M/MV5BMTQxMTU4NDg5OF5BMl5BanBnXkFtZTcwMzU5OTcxNA@@._V1_SX300.jpg,96540,,4.9,"19,702",,,http://www.imdb.com/title/tt1452628/
Veronica Mars (2014),Yes,3,Clear,Pass,Pass,Pass,"Comedy, Crime, Drama",Rob Thomas,"Kristen Bell, Jason Dohring, Enrico Colantoni, Chris Lowell",,"private detective, film noir style, california, detective, character name in title",2014,"Parental guidance, Unsuitable for children under 13",107,"Years after walking away from her past as a teenage private eye, Veronica Mars gets pulled back to her hometown - just in time for her high school reunion - in order to help her old flame Logan Echolls, who's embroiled in a murder mystery.",English,United States,http://ia.media-imdb.com/images/M/MV5BMTQ4MDc0Mjg4OV5BMl5BanBnXkFtZTgwODk3NjYyMTE@._V1_SX300.jpg,217523,7,6.9,"31,525",7,,http://www.imdb.com/title/tt2771372/
Vi ar bast! (2013),Yes,3,Clear,Pass,Pass,Pass,"Drama, Music",Lukas Moodysson,"Mira Barkhammar, Mira Grosin, Liv LeMoyne, Johan Liljemark","Film i Väst, Memfis Film","1980s, based on graphic novel, based on comic, based on comic book, year 1982, punk, band, girl, girl with glasses, mohawk haircut",2013,Not Rated,102,Three girls in 1980s Stockholm decide to form a punk band -- despite not having any instruments and being told by everyone that punk is dead.,Swedish,"Sweden, Denmark",http://ia.media-imdb.com/images/M/MV5BMTg2MDY4NTAwM15BMl5BanBnXkFtZTgwNjQyOTM1MTE@._V1_SX300.jpg,23832,37,7.2,"3,310",7,6,http://www.imdb.com/title/tt2364975/
Violet & Daisy (2011),Yes,3,Clear,Pass,Pass,Pass,"Action, Comedy, Crime",Geoffrey Fletcher,"Saoirse Ronan, Alexis Bledel, James Gandolfini, Marianne Jean-Baptiste",Magic Violet,"assassin, tear on cheek, sniper, shooting blanks, reference to louis armstrong, woman in a towel, bubble gum, stepping on a dead body, female in a shower, pancreatic cancer",2011,Restricted,88,"Two teenage assassins accept what they think will be a quick-and-easy job, until an unexpected target throws them off their plan.",English,United States,http://ia.media-imdb.com/images/M/MV5BMTczOTc4ODE4OF5BMl5BanBnXkFtZTcwMjg3NzY0OQ@@._V1_SX300.jpg,40571,,6.1,"6,651",,,http://www.imdb.com/title/tt1634136/
Viva la liberta (2013),No,1,,Pass,Fail,Fail,"Comedy, Drama",Roberto Andò,"Toni Servillo, Valerio Mastandrea, Valeria Bruni Tedeschi, Michela Cescon","BiBi Film, Rai Cinema, Ministero per i Beni e le Attività Culturali (MiBAC)",,2013,,94,"In this chilling story about world politics, Toni Servillo defies expectations playing two roles, imbuing each character with brilliant nuance and astonishing attention to detail...","Italian, French, German",Italy,,12148,39,7.1,"1,711",19,4,http://www.imdb.com/title/tt2523600/
Viva Riva! (2010),Yes,3,Clear,Pass,Pass,Pass,"Drama, Thriller",Djo Munga,"Patsha Bay, Manie Malone, Hoji Fortuna, Marlene Longange","Beta Cinema, Formosa Productions, MG Productions","fuel, kinshasa, explosion, fire, stabbed in the back, blood, murder, shot in the head, safe, violence",2010,Restricted,98,"Riva is an operator, a man with charm and ambition in equal measure. Kinshasa is an inviting place. With petrol in short supply in DRC's capital, he and his sidekick pursue a plot to get ...","French, Lingala","Democratic Republic Of Congo, France, Belgium",http://ia.media-imdb.com/images/M/MV5BNjg0ODI5MTY1MF5BMl5BanBnXkFtZTcwODg3MjgxNQ@@._V1_SX300.jpg,5301,46,6.2,855,6,8,http://www.imdb.com/title/tt1723120/
Vivir es facil con los ojos cerrados (2013),No,0,,Fail,Fail,Fail,"Comedy, Drama",David Trueba,"Javier Cámara, Natalia de Molina, Francesc Colomer, Ramon Fontserè","Fernando Trueba Producciones Cinematográficas, Televisión Española (TVE), Canal+ España","song, spain, tape recorder, kiss, teenage sex, girl, boy, priest, pregnant girl, pregnancy",2013,,108,"In Spain in 1966, an English teacher picks up two hitchhikers on his quest to meet John Lennon.",Spanish,Spain,http://ia.media-imdb.com/images/M/MV5BNTk4NjYzMjUzM15BMl5BanBnXkFtZTgwNTYwMDcwMjE@._V1_SX300.jpg,11704,95,7,"1,672",15,16,http://www.imdb.com/title/tt2896036/
W.E. (2011),Yes,3,Clear,Pass,Pass,Pass,"Drama, History, Romance",Madonna,"Abbie Cornish, Andrea Riseborough, James D'Arcy, Oscar Isaac","Semtex Films, IM Global","auction, king, love, cannes, pregnancy, desperate housewife, royal romance, historical, title ends with period, reference to duchess of windsor",2011,Restricted,119,"The affair between King Edward VIII and American divorcée Wallis Simpson, and a contemporary romance between a married woman and a Russian security guard.","English, French, Russian",United Kingdom,http://ia.media-imdb.com/images/M/MV5BMTQyMzMyMjkwM15BMl5BanBnXkFtZTcwNzIyODkxNw@@._V1_SX300.jpg,49587,25,6.1,"8,129",5,4,http://www.imdb.com/title/tt1536048/
Wadjda (2012),Yes,3,Clear,Pass,Pass,Pass,"Comedy, Drama",Haifaa Al-Mansour,"Reem Abdullah, Waad Mohammed, Abdullrahman Al Gohani, Ahd","Razor Film Produktion GmbH, Highlook Communications Group, Rotana Film Production","bicycle, recitation, competition, school, koran, 10 year old, money, saudi arabia, memorization, teacher",2012,Parental guidance,98,An enterprising Saudi girl signs on for her school's Koran recitation competition as a way to raise the remaining funds she needs in order to buy the green bicycle that has captured her interest.,Arabic,"Saudi Arabia, Germany, United States, United Arab Emirates, Netherlands, Jordan",http://ia.media-imdb.com/images/M/MV5BMjI4MzMyNzM2Ml5BMl5BanBnXkFtZTgwNDQ5MDgwMDE@._V1_SX300.jpg,69920,128,7.6,"9,200",23,21,http://www.imdb.com/title/tt2258858/
Wake Wood (2010),Yes,3,Clear,Pass,Pass,Pass,"Drama, Horror, Thriller",David Keating,"Aidan Gillen, Eva Birthistle, Timothy Spall, Ella Connolly","Exclusive Film Distribution, Vertigo Films, Bórd Scannán na hÉireann","ritual, pagan, british horror, hammer horror, supernatural, gore, resurrection, grief, death of child",2010,Restricted,90,The parents of a girl who was killed by a savage dog are granted the opportunity to spend three days with their deceased daughter.,English,"Ireland, United Kingdom",http://ia.media-imdb.com/images/M/MV5BMjEwODg5NDA4NF5BMl5BanBnXkFtZTcwMTM4NzQ5NA@@._V1_SX300.jpg,29579,9,5.5,"5,378",4,1,http://www.imdb.com/title/tt1296899/
Walk of Shame (2014),Yes,3,Clear,Pass,Pass,Pass,Comedy,Steven Brill,"Elizabeth Banks, James Marsden, Gillian Jacobs, Sarah Wright","Sidney Kimmel Entertainment, FilmDistrict, Lakeshore Entertainment","eurocopter as350 squirrel, man wearing a towel, riding a bicycle, woman wearing a skin tight dress, barefoot woman, woman wearing red lingerie, gray tabby cat, woman wearing a yellow dress, newscast",2014,Restricted,95,"A reporter's dream of becoming a news anchor is compromised after a one-night stand leaves her stranded in downtown L.A. without a phone, car, ID or money - and only 8 hours to make it to the most important job interview of her life.",English,United States,http://ia.media-imdb.com/images/M/MV5BODg2Mzk0NzU2M15BMl5BanBnXkFtZTgwMjAyNjYxMTE@._V1_SX300.jpg,145512,,6,"24,252",,,http://www.imdb.com/title/tt2463288/
Wall Street: Money Never Sleeps (2010),Yes,3,Dubious,Pass,Pass,Pass,Drama,Oliver Stone,"Richard Stratton, Harry Kerrigan, Michael Douglas, Carey Mulligan","Twentieth Century Fox, Edward R. Pressman Film, Dune Entertainment","mentor, greed, crisis, economy, money, heineken beer, colon in title, five word title, lecture, negotiation",2010,"Parental guidance, Unsuitable for children under 13",133,"Now out of prison but still disgraced by his peers, Gordon Gekko works his future son-in-law, an idealistic stock broker, when he sees an opportunity to take down a Wall Street enemy and rebuild his empire.",English,United States,http://ia.media-imdb.com/images/M/MV5BMTU5MDEzMzYwMF5BMl5BanBnXkFtZTcwNTcwMjUxMw@@._V1_SX300.jpg,463976,9,6.3,"73,647",4,1,http://www.imdb.com/title/tt1027718/
Wanderlust (2012),Yes,3,Clear,Pass,Pass,Pass,Comedy,David Wain,"Paul Rudd, Jennifer Aniston, Justin Theroux, Alan Alda","A Hot Dog, Apatow Productions, Relativity Media","childbirth, new york, unemployment, free love, vegan, commune, hippie, prosthetic penis, title appears in writing, one word title",2012,Restricted,98,"Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules.",English,United States,http://ia.media-imdb.com/images/M/MV5BMjA5NjIyOTY1Nl5BMl5BanBnXkFtZTcwMDY3NjQ0Nw@@._V1_SX300.jpg,304349,5,5.6,"54,348",,1,http://www.imdb.com/title/tt1655460/
War Horse (2011),No,1,,Pass,Fail,Fail,"Drama, War",Steven Spielberg,"Jeremy Irvine, Peter Mullan, Emily Watson, Niels Arestrup","DreamWorks, Reliance Entertainment, Amblin Entertainment","world war one, horse, cavalry, british, barbed wire, no man's land, german, france, thoroughbred, england",2011,"Parental guidance, Unsuitable for children under 13",146,Young Albert enlists to serve in World War I after his beloved horse is sold to the cavalry. Albert's hopeful journey takes him out of England and to the front lines as the war rages on.,"English, German",United States,http://ia.media-imdb.com/images/M/MV5BMjExNzkxOTYyNl5BMl5BanBnXkFtZTcwODA0MjU4Ng@@._V1_SX300.jpg,695880,149,7.2,"96,650",64,17,http://www.imdb.com/title/tt1568911/
Warm Bodies (2013),No,2,,Pass,Pass,Fail,"Comedy, Horror, Romance",Jonathan Levine,"Nicholas Hoult, Teresa Palmer, Analeigh Tipton, Rob Corddry","Summit Entertainment, Make Movies, Mandeville Films","zombie, undead, wall, memory, love, scavenger, living dead, love at first sight, record player, narrated by character",2013,"Parental guidance, Unsuitable for children under 13",98,"After a highly unusual zombie saves a still-living girl from an attack, the two form a relationship that sets in motion events that might transform the entire lifeless world.",English,"United States, Canada","http://ia.media-imdb.com/images/M/MV5BMTQ4MjY2MjMzOV5BMl5BanBnXkFtZTcwMDUxNzIwOQ@@._V1._CR43,43.16667175292969,1298,1960.9999542236328_SX89_AL_.jpg_V1_SX300.jpg",1068249,14,7,"152,607",9,1,http://www.imdb.com/title/tt1588173/
Warpaint (2012),No,0,,Fail,Fail,Fail,"Short, Drama, Romance",Al Benoit,"Chloe Howcroft, Dayeanne Hutton",,,2012,,17,Warpaint tells the story of two 17 year old girls who fall in love over a summer at their parents lake houses.,English,United States,,42,,8.4,5,,,http://www.imdb.com/title/tt3100510/
Warrior (2011),No,1,,Pass,Fail,Fail,"Drama, Sport",Gavin O'Connor,"Joel Edgerton, Tom Hardy, Nick Nolte, Jennifer Morrison","Lionsgate, Mimran Schur Pictures, Solaris","tournament, mixed martial arts, alcoholic, underdog, warrior, return home, grudge, reconciliation, forgiveness, protective brother",2011,"Parental guidance, Unsuitable for children under 13",140,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision corner with his older brother.","English, Spanish",United States,http://ia.media-imdb.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_SX300.jpg,2053083,29,8.2,"250,376",14,3,http://www.imdb.com/title/tt1291584/
Water for Elephants (2011),No,1,,Pass,Fail,Fail,"Drama, Romance",Francis Lawrence,"Reese Witherspoon, Robert Pattinson, Christoph Waltz, Paul Schneider","Twentieth Century Fox, 3 Arts Entertainment, Flashpoint Entertainment","circus, train, elephant, circus vargas, fear, traveling circus, falling in love, abusive husband, domestic violence, no title at beginning",2011,"Parental guidance, Unsuitable for children under 13",120,A veterinary student abandons his studies after his parents are killed and joins a traveling circus as their vet.,"English, Polish",United States,http://ia.media-imdb.com/images/M/MV5BMTQzMDU3NDEwN15BMl5BanBnXkFtZTcwMTI3MDU0NA@@._V1_SX300.jpg,583548,25,7,"83,364",10,3,http://www.imdb.com/title/tt1067583/
We are The Night (Wir sind die Nacht) (2010),Yes,3,Clear,Pass,Pass,Pass,"Drama, Fantasy, Horror",Dennis Gansel,"Karoline Herfurth, Nina Hoss, Jennifer Ulrich, Anna Fischer","Celluloid Dreams, Constantin Film, Rat Pack Filmproduktion","female vampire, vampire, binge drinking, implied female nudity, implied nudity, russian roulette, germany, berlin germany, police raid, immortality",2010,Not Rated,96,"In Berlin, a cop closes in on an all-female vampire trio who just took in a new member, Lena.",German,Germany,http://ia.media-imdb.com/images/M/MV5BMTg2NDQyODY1NV5BMl5BanBnXkFtZTcwMTUyMzE0NQ@@._V1_SX300.jpg,33648,10,6.3,"5,341",5,1,http://www.imdb.com/title/tt1692504/
We Are What We Are (2013),Yes,3,Clear,Pass,Pass,Pass,"Drama, Horror, Thriller",Jim Mickle,"Kassie Wesley DePaiva, Laurent Rejto, Julia Garner, Ambyr Childers","Belladonna Productions, Memento Films, Paradise City","single parent, single father, brother sister relationship, holding hands, religion, religious, saying grace, prayer, little boy, creek",2013,Restricted,105,"The Parkers, a reclusive family who follow ancient customs, find their secret existence threatened as a torrential downpour moves into their area, forcing daughters Iris and Rose to assume responsibilities beyond those of a typical family.",English,"United States, France",http://ia.media-imdb.com/images/M/MV5BMjI3NjI3NjAyN15BMl5BanBnXkFtZTgwODE3NzMxMDE@._V1_SX300.jpg,61132,43,5.8,"10,540",8,7,http://www.imdb.com/title/tt2309021/
We Bought a Zoo (2011),No,2,,Pass,Pass,Fail,"Comedy, Drama, Family",Cameron Crowe,"Matt Damon, Scarlett Johansson, Thomas Haden Church, Colin Ford","Twentieth Century Fox, LBI, Vinyl Films","zoo, inspection, tween girl, 2010s, claim in title, babe scientist, family relationships, brother sister relationship, peacock, school expulsion",2011,Parental guidance,124,"Set in Southern California, a father moves his young family to the countryside to renovate and re-open a struggling zoo.",English,United States,http://ia.media-imdb.com/images/M/MV5BMTQ0MTE3OTUwMl5BMl5BanBnXkFtZTcwODg5NjgwNw@@._V1_SX300.jpg,671241,12,7.1,"94,541",7,1,http://www.imdb.com/title/tt1389137/
We Have a Pope (2011),No,1,,Pass,Fail,Fail,"Comedy, Drama",Nanni Moretti,"Michel Piccoli, Jerzy Stuhr, Renato Scarpa, Franco Graziosi","Sacher Film, Fandango, Le Pacte","pope, howl, psychoanalyst, clergyman, clergy, statement in title, two word title, roman catholic church, top, luxury",2011,Not Rated,102,A story centered on the relationship between the newly elected Pope and his therapist.,"Italian, German, Latin, English, Spanish, Polish, French","Italy, France",http://ia.media-imdb.com/images/M/MV5BMTQ4MjYzMzYwNl5BMl5BanBnXkFtZTcwODQxMDg0Nw@@._V1_SX300.jpg,62042,79,6.7,"9,260",14,13,http://www.imdb.com/title/tt1456472/
