eye_right_x,eye_right_y,sex,mouth l_y,mouth l_x,nose_x,nose_y,id,eye_left_x,eye_left_y,city,confidence,pose_pitch,emotion_calm,boundingbox_size_width,combined_age_guess,smile,mouth r_y,mouth_l_x,mouth_l_y,mouth_r_x,mouth_r_y,pose_roll,mouth r_x,emotion_angry,boundingbox_size_height,mouth_open_wide,emotion_sad,emotion_confused,emotion_happy,boundingbox_tl_y,boundingbox_tl_x,emotion_disgust,age,combined_gender_guess,eye_closed,pose_yaw,emotion_surprised,glasses
82.6,25.4,0,37.6,72.6,77.5,32.1,18a82d905cea11e38214125ca684f7c2_5.jpg,71.3,25.1,moscow,1,3.72,0.44,31.54,26.0,0.26,37.5,72.6,37.6,81.2,37.5,0.73,81.2,,31.54,0.02,0.54,,0.14,13.08,61.54,,26.91,0.0,1,11.23,,0
67.6,35.6,0,46.9,40.4,47.7,41.5,d239e89a610211e38753125b8789c25f_5.jpg,44.9,25.4,berlin,0.99,-9.59,,53.85,23.3333333333,0.99,55.6,40.4,46.9,59.9,55.6,26.2,59.9,,53.85,0.02,0.01,0.01,1,9.23,25.38,,17.34,0.0,0,-32.49,,0
52.7,32.6,0.02,63.8,32.4,30.6,43.5,07ca808c5f4611e3889112900d0d04d7_5.jpg,30.2,34.8,sao_paulo,1,18.93,0.03,61.54,23.6666666667,0.69,63,32.4,63.8,48.6,63,-3.42,48.6,,61.54,0,0.04,,0.92,11.54,12.31,,26.74,0.0,0.08,-59.16,,0
69.1,29.8,0.81,47.9,49.9,59,31.9,d5aee74862d611e3ad641268d80c0248_5.jpg,47.8,26.6,ny,1,24.37,,53.85,23.1666666667,0.81,50.3,49.9,47.9,66.6,50.3,9.25,66.6,,53.85,0.01,,0.13,0.29,5.38,30.77,0.12,22.45,1.0,1,-0.03,,0
81.1,67.7,0.51,92.3,62.9,66.4,83.6,a254fd6c5d1111e3ba9b0e8b4c58b844_5.jpg,58.8,67.5,bangkok,1,-10.21,,58.46,25.1666666667,0.86,92.7,62.9,92.3,80.8,92.7,1.22,80.8,0.03,58.46,0,,0.01,0.75,44.62,40.77,,22.1,1.0,0,-30.68,,0
88.5,23.4,0.01,34.7,80.4,84,29.5,39ccd5ba5d8611e3ad1912bab8a9c1e3_5.jpg,79.1,23.4,moscow,1,0.68,,30,23.0,0.55,34.3,80.4,34.7,87.3,34.3,-0.48,87.3,,30,0.31,,0.03,0.22,12.31,69.23,,23.97,0.0,0.09,3.68,0.17,0
87.6,33.3,0.01,89.4,47.4,54.8,58,d42f70625cec11e38e280a4ccf08778e_5.jpg,40.6,41.4,berlin,0.99,7.28,,106.15,31.0,0.72,84.5,47.4,89.4,84.1,84.5,-9.9,84.1,,106.15,0.01,0.06,0.03,0.59,1.54,10,,25.43,0.0,0.01,-25.52,,0
69.6,28.1,0,65.3,66.1,68.9,50.9,442d220260ca11e3bf15126aa50f91c7_5.jpg,47.6,44.1,moscow,1,-13.25,0.05,66.92,21.3333333333,0.53,53,66.1,65.3,81.5,53,-38.02,81.5,,66.92,0,0.06,,0.68,10.77,31.54,,15.2,0.0,0,-0.93,,0
92.2,14.1,0.97,47.1,70.7,81.9,28.7,250cc0c060d511e384c012a5c69f7cea_5.jpg,66,15,moscow,0.84,6.58,,61.54,18.0,0.73,46.3,70.7,47.1,88.8,46.3,-2.89,88.8,,61.54,0.61,,0.18,0.04,2.31,46.15,,28.99,0.0,0.05,14.34,0.93,0.01
80.6,20.9,0.03,56.2,49.2,54.2,41.5,89c9b378600911e3a9c10e97118e20f3_5.jpg,45,21,ny,1,-5.43,,70.77,24.3333333333,0.95,56.8,49.2,56.2,76.3,56.8,0.66,76.3,0.06,70.77,0.46,0.04,,0.59,0,25.38,,16.19,0.0,0,-34.96,,0.01
41.4,44.6,0.51,63.1,27.6,35.7,53.2,63c28e06605f11e3b1931227c83d9c9d_5.jpg,26.3,45.1,sao_paulo,0.99,2.82,,35.38,20.0,0.47,62.7,27.6,63.1,38.3,62.7,-2.8,38.3,,35.38,0.79,0.08,,0.15,32.31,13.08,,20.39,1.0,0.11,22.3,0.26,0.05
25,90.9,0,103,4.5,18.3,97,5f44243a5f7311e3aa541246dad9fc32_5.jpg,10.9,84.3,berlin,0.78,14.24,,49.23,21.6666666667,0.98,108.4,4.5,103,15.1,108.4,22.87,15.1,,49.23,0.2,0.2,,0.84,66.92,-9.23,,21.22,1.0,0.01,43.9,0.38,0
102,46.6,0.01,63.8,76.7,91.3,59,71b1e1e8607c11e3ab1b0a2a798555c5_5.jpg,78.9,40.7,bangkok,1,-8.41,0.24,60.77,19.6666666667,0.55,68.1,76.7,63.8,90,68.1,15.24,90,,60.77,0,0.04,,0.94,20,60.77,,23.6,0.0,0,40.67,,0
56.3,63.1,0.01,98.4,35.7,38.3,87.6,3971033a606411e3a2410e9c1fc993e2_5.jpg,28.1,64.6,moscow,1,-10.61,,76.92,20.0,0.01,98.3,35.7,98.4,56.6,98.3,-2.24,56.6,,76.92,0.24,0.44,,0.58,35.38,4.62,0.03,22,0.0,0,-32.37,,0
61.5,50.7,0.91,56.2,53.3,59.5,51.1,0e0c56be60a911e3a4d512349e812b63_5.jpg,53,48.5,moscow,0.11,32.42,,26.15,22.6666666667,0.94,57.7,53.3,56.2,60.3,57.7,16.07,60.3,,26.15,0.17,0.01,0.06,1,38.46,44.62,,24.36,1.0,1,36.81,,0
78.4,59.6,0.05,95,55.3,71.2,79.7,482bfa0260a411e3b19d12b91ad31f42_5.jpg,51.4,60.4,bangkok,1,-7.36,0.09,88.46,18.3333333333,0.81,94.1,55.3,95,72.7,94.1,-3.21,72.7,0.05,88.46,0.01,,,0.57,26.15,23.08,,24.06,1.0,0,34.14,,0
84.8,44.8,0.99,67.7,67,68.9,55.9,3b5c0262626c11e38b2f12a6581763c0_5.jpg,69.1,40.8,berlin,0.79,2.1,0.01,70,20.6666666667,1,72.9,67,67.7,78,72.9,11.22,78,,70,0.12,,,1,17.69,42.31,0.01,30.06,0.333333333333,0.01,-46.71,,0.24
92,24,0.28,47.2,67.6,78.1,32.9,4d2571be624311e398340e436ac9b6dd_5.jpg,67.3,22.4,ny,1,10.39,0.09,53.08,27.3333333333,0.63,48.8,67.6,47.2,86.2,48.8,3.89,86.2,,53.08,0,0.02,,0.42,6.15,49.23,,23.29,0.0,0,-1.07,,1
103.3,32.3,0,72.8,60.6,79.6,50.8,634ac080613911e3a57512f3c952acee_5.jpg,62,30.7,bangkok,0.02,1.83,,101.54,21.3333333333,0.21,73.1,60.6,72.8,79.1,73.1,-0.24,79.1,,101.54,0.02,0.23,0.79,,-3.08,26.15,,27.11,0.0,0,7.19,0.22,0
84.1,22.7,0.03,52.1,75.4,79,35.4,9ba89ac05fee11e3bdef1223b69bdde6_5.jpg,63.3,32.1,ny,1,8.55,0.08,64.62,25.6666666667,0.04,44.7,75.4,52.1,92.2,44.7,-25.48,92.2,,64.62,0,0.81,,0.32,1.54,44.62,,23.86,0.0,0.24,5.76,,0.59
91.9,61.7,0,90.2,67.4,81.8,76.1,41853b785f4111e387a51204e168d656_5.jpg,64.8,59.9,moscow,1,0.27,0.08,67.69,22.3333333333,0.15,90.8,67.4,90.2,86.6,90.8,2.93,86.6,,67.69,0.01,0.34,,0.33,35.38,44.62,,16.84,0.0,0,23.59,,0.05
81.1,56.2,0.02,76.7,58.6,69.9,69.1,5da06780610b11e38d5b123cfa34abb1_5.jpg,57.8,56.5,bangkok,1,-6.51,,58.46,18.0,1,77,58.6,76.7,79.9,77,-1.32,79.9,,58.46,0.12,0.01,,0.99,33.08,40.77,0.01,17.73,0.0,0.7,0.7,,0
80.8,63.3,0.01,103.4,54.2,64.3,84.3,0542c6505cf611e391a1124f5236c9e2_5.jpg,46.7,67.1,moscow,1,0.27,0.27,87.69,32.0,0,100.4,54.2,103.4,81,100.4,-7.03,81,,87.69,0,0.6,,0.04,31.54,20.77,,27.03,0.0,0,-7.7,,0
77.5,28.1,0,45.1,71.2,78.8,36.5,98ce05c4626911e3b3620e2466b91563_5.jpg,66.1,31.9,ny,1,-7.93,,34.62,23.3333333333,0,41.9,71.2,45.1,80.9,41.9,-22.88,80.9,0.21,34.62,0.02,0.58,,0.08,17.69,55.38,,15.1,0.0,0.91,48.84,,0
57.7,25.6,0,46.7,37.4,40.2,41,022b682a62fd11e3a009120c1ff0b742_5.jpg,32.7,25.1,moscow,0.99,-16.62,0,56.15,27.0,0.98,47.9,37.4,46.7,58.2,47.9,2.73,58.2,,56.15,0.03,,0,1,5.38,17.69,,17.91,0.0,0,-40.79,,0
77.6,53.8,0,88.9,48.3,54.9,75.3,6c06a018613911e3af4f1236c2a5de38_5.jpg,44.7,53.7,moscow,1,-8.38,0.04,80.77,24.3333333333,0.97,88.1,48.3,88.9,78,88.1,0.89,78,,80.77,0,0.03,,0.97,24.62,20.77,,21.23,0.0,0,-32.7,,0
45.4,37.4,0.28,65,22.9,26.4,49.3,a6e5602c5d5411e3a20e0e7fffce62c2_5.jpg,22.6,36.2,ny,1,2.64,,63.08,27.0,0,66.1,22.9,65,40.6,66.1,3.73,40.6,,63.08,0,0.4,0.04,,19.23,3.08,,29.85,1.0,0.31,-39.54,0.04,1
117.3,25.3,0.09,49.8,70.6,90.3,35.1,7ba506585ee711e3b9f312c7a50f9e29_5.jpg,80.9,13.7,ny,1,6.73,,83.08,24.3333333333,0.99,61.8,70.6,49.8,103.7,61.8,17.44,103.7,,83.08,0.15,0.03,,0.98,-4.62,52.31,0.01,32.5,0.0,0,-15.07,,0
53.5,82.1,0,79.6,23.9,37.7,82.7,4458fcbe61f211e38fbd0e0b3c59d028_5.jpg,38.4,65.9,ny,1,0.17,,50.77,26.3333333333,0.98,95.3,23.9,79.6,37.5,95.3,47.29,37.5,,50.77,0.31,0.03,,0.99,53.08,15.38,,14.73,0.0,0,10.39,0,0
69.9,62.3,0.05,93.4,48.6,52.3,81,051c949c5e7e11e3a5ce120ade99cc62_5.jpg,44.6,62.3,sao_paulo,0.03,-12.37,,73.85,23.3333333333,0.91,91.6,48.6,93.4,62.6,91.6,0.19,62.6,,73.85,0.15,,,0.76,40.77,20.77,0.01,4.31,0.0,0.95,-16.16,0.42,0.99
81.7,49.6,0,71.5,55.6,61,61.2,3eaefbde626911e3b6060a121491ab0d_5.jpg,56.7,46.2,moscow,1,-2.51,0.22,63.08,22.0,0.45,74.6,55.6,71.5,74.7,74.6,9.87,74.7,,63.08,0,0.18,,0.56,24.62,37.69,,15.35,0.0,0,-34.32,,0
54.7,35.7,0.91,68.7,39.4,43.1,51.9,419dac885ce611e3ba8612765964d65f_5.jpg,31.8,42,sao_paulo,0.95,9.53,0.21,72.31,45.0,0.34,64.2,39.4,68.7,59.7,64.2,-14.17,59.7,,72.31,0,,0.25,0.06,13.08,12.31,,49.1,1.0,0.98,-16.93,,1
50.6,43.9,0.74,53.6,42.7,46.2,49.1,6b77e18c61a911e395c00eb547b2ae3d_5.jpg,41.3,44.5,moscow,0.99,0.23,,28.46,26.6666666667,0.51,53.1,42.7,53.6,50,53.1,-4.48,50,0.17,28.46,0,0.08,,0.4,32.31,32.31,,30.01,1.0,0.49,-2.91,,0
74.3,59.4,0,78.2,40.9,56.2,75.4,5ef39376629d11e3ae720e3e2ff32896_5.jpg,43.1,50.5,sao_paulo,1,-14.35,,79.23,19.0,0.47,84.2,40.9,78.2,62.8,84.2,19.01,62.8,,79.23,0.03,0.01,,0.92,21.54,18.46,,23.54,0.0,0,12.31,0.01,0
65.7,32.6,0.01,54.9,62.1,58.7,45.6,1bd7ddfc60d311e3b936125b94ea3ab5_5.jpg,52.7,39.7,moscow,1,4.97,0.01,43.08,21.3333333333,0.89,49.1,62.1,54.9,71.7,49.1,-27.15,71.7,,43.08,0,0.15,,0.89,18.46,39.23,,24.28,0.0,0.01,-44.76,,0.04
88,73.8,0.88,100.3,63.3,73.7,91.6,6297ea1c5d8011e39a131216ecc38082_5.jpg,61.9,73.9,moscow,1,-14.47,,62.31,28.6666666667,0.4,100.8,63.3,100.3,83.3,100.8,-0.77,83.3,,62.31,0.16,0.06,0.15,,48.46,43.08,,27.18,1.0,0.02,6,0.32,0
88.7,51.1,0.96,101.9,73.1,82.8,76.6,0bd673685d4611e396ca123a32d64061_5.jpg,54.6,64.5,ny,1,4.4,,109.23,28.3333333333,0.78,88.7,73.1,101.9,101.7,88.7,-22.33,101.7,,109.23,0.74,0.06,,0.21,10.77,20,,30.35,1.0,0,12.06,0.63,0
89.5,52.8,0.08,78.7,61.3,73.5,69.3,1cb717aa607011e3944b126a49f9c5ea_5.jpg,60.9,53.3,ny,0.79,-4.03,0.01,73.85,23.0,0.99,78.8,61.3,78.7,91.8,78.8,-1.04,91.8,,73.85,0.33,0.02,,1,29.23,40.77,,18.18,0.0,0,-14.33,,1
87.7,40.3,0,72,63.6,69.9,63.6,219352b460d611e3b35712de7824c626_5.jpg,59.9,42.4,bangkok,1,-17.3,0.01,60.77,19.0,0.99,70.8,63.6,72,84.9,70.8,-4.08,84.9,,60.77,0,,0.01,0.98,26.15,43.08,,21.95,0.0,0.01,-16.9,,0.74
120.2,25.9,0.88,56.8,92.8,106.2,41.6,241d353a60e611e3bd1b1264b15b69ad_5.jpg,90.8,27.1,ny,1,0.26,0.06,70,20.6666666667,0.91,56,92.8,56.8,119.7,56,-2.89,119.7,,70,0,,0.08,0.6,4.62,70,,21.6,0.0,0,-1.51,,0.93
100,55.1,0.95,80.3,71.6,82.1,68,25f5cde65e5b11e3864b12d7daba2bdd_5.jpg,73.9,51.8,sao_paulo,1,7.96,0.05,75.38,19.6666666667,0.62,84.1,71.6,80.3,93.1,84.1,6.86,93.1,,75.38,0.03,,0.02,0.5,21.54,50,,45.58,1.0,0,-10.98,,0
88.1,46.8,0,75.9,62,69.6,66.1,1c361d4e618311e3ba930a2d8b31586a_5.jpg,56.7,44.2,bangkok,1,-12.6,,75.38,19.3333333333,0.95,76.8,62,75.9,81.9,76.8,5.27,81.9,,75.38,0.03,0.03,0.02,0.9,20,36.92,,19.47,0.0,0,-10.42,,0
89.4,43.6,0,63.5,69,83.8,50.2,3c447cd2605411e398340e436ac9b6dd_5.jpg,68.8,39.2,moscow,1,12.2,0.29,64.62,22.0,0.09,67.3,69,63.5,87.2,67.3,11.36,87.2,,64.62,0.05,0.45,,0.14,14.62,46.92,,22.77,0.0,0,30.85,,0
89.1,62.6,0,91,50.4,64.4,82.5,0f4b0c965db611e3bf01128d86d26cdc_5.jpg,52.4,55.9,moscow,1,-13.01,0.01,89.23,27.3333333333,0.95,95.8,50.4,91,79.3,95.8,11.94,79.3,0.01,89.23,0,,,0.86,26.15,26.15,,30.23,0.0,0,-9.69,,0
92.4,52.9,0.01,90.6,62.5,74.2,76,15738cc45f5f11e3a98f123cdd6bb467_5.jpg,56.5,54.1,moscow,1,-6.28,0.49,86.15,20.6666666667,0.32,90.7,62.5,90.6,86.6,90.7,-2.47,86.6,,86.15,0,0.03,,,20.77,30.77,,28.02,0.0,0.01,0.72,0.25,0
96.6,50,1,112.6,57.3,75.3,86,4e056db2613c11e39cba12cd8050d0e7_5.jpg,43.5,56.4,sao_paulo,1,-3.87,,122.31,33.3333333333,0.79,106.7,57.3,112.6,96.5,106.7,-8.15,96.5,,122.31,0,0.1,0.22,,7.69,11.54,,30,1.0,0.02,2.07,0.13,0.05
73.8,84.3,1,99.8,65.4,63.3,91.7,2863a3225d0d11e3ab9d123c21c1539b_5.jpg,64.9,84.6,berlin,1,8.52,,42.31,24.0,0.99,98.8,65.4,99.8,74.3,98.8,1.95,74.3,0.03,42.31,0.01,,,0.99,67.69,49.23,0.02,27.15,1.0,0,-95.94,,0
68.4,81.3,0.84,116.1,31.7,47.3,99,101813e8616311e38f1d121190b145cb_5.jpg,33.4,74.5,ny,1,1.92,,91.54,33.6666666667,0,119.9,31.7,116.1,56.6,119.9,10.5,56.6,,91.54,0.05,0.04,0.12,,41.54,3.08,,27.11,0.0,0,-2.09,0.71,0
112.3,48.6,0.3,81.1,120.7,119.6,62.7,26e2bd4261ab11e3aba40eb5267b13ce_5.jpg,101.5,60.2,ny,0.18,-1.98,,81.54,35.0,0.69,73.6,120.7,81.1,132,73.6,-46.5,132,0.72,81.54,0,,,0.02,13.08,70,,6.72,0.666666666667,0.53,49.42,0.29,0.86
92.1,50.5,0.02,70.3,60.1,75.8,58.4,04a396305e5d11e3aaa6122015160b6e_5.jpg,67.3,42.6,ny,1,8.18,,69.23,27.3333333333,0,76.7,60.1,70.3,79.8,76.7,17.37,79.8,,69.23,0.01,0.17,,0.16,20.77,43.85,,16.85,0.0,0.16,-1.4,0.05,0.22
124.4,84.9,0.18,106.4,102,105.4,92.8,907b63ee5db411e384190eb0ff8c5c10_5.jpg,104.7,81.6,bangkok,1,9.78,,54.62,29.8333333333,0.37,109.5,102,106.4,116.4,109.5,11.63,116.4,,54.62,0,0.02,,0.41,57.69,86.92,,20.79,0.0,0.02,-45.85,0.01,0
75.4,99.5,0.93,109.2,64.7,68.9,105.1,67282834629511e3b39812f5057eb2b3_5.jpg,65.1,97.4,sao_paulo,0.9,-7.05,,32.31,19.3333333333,0.68,110.9,64.7,109.2,71.9,110.9,11.82,71.9,0.44,32.31,0.1,0.3,,0.61,83.85,51.54,,30.69,1.0,1,-11.62,,0
97.4,52.7,0,81.7,70,88.8,70.5,83c31ede5e4b11e3b8c81286a8b0a4b1_5.jpg,70.6,50.4,bangkok,1,-7.85,0.19,78.46,22.3333333333,0.97,82.5,70,81.7,91.4,82.5,3.11,91.4,,78.46,0.03,0.03,,0.96,23.08,43.85,,22.48,0.0,0,36.87,,0
109.5,12.8,0.57,50,87.4,92.2,34.1,17c5724c628b11e3a531121870f29001_5.jpg,79.2,19.5,moscow,1,-5.49,0.61,73.08,21.3333333333,0.99,45,87.4,50,112,45,-11.32,112,,73.08,0,,0.03,0.93,-10,58.46,,21.87,0.0,0,-21.73,,0.82
137.9,51.1,0.3,74.1,109.1,124.1,72.7,21517a1e612c11e3979312177d5350d6_5.jpg,110.3,48.8,moscow,0.99,-25.58,0.02,73.85,29.3333333333,0.98,77.1,109.1,74.1,125.7,77.1,3.68,125.7,0.03,73.85,0.06,,,0.8,23.08,88.46,,24.81,1.0,0,31.3,,0
90.5,48.1,0.03,68.5,58,67.5,56.6,2d0bfc6e5d7911e3bc5912294d621823_5.jpg,66.4,40.2,moscow,1,-1.37,0.19,75.38,29.3333333333,0.94,75.3,58,68.5,80.5,75.3,19,80.5,,75.38,0,,0.03,0.94,14.62,36.92,,25.81,0.0,0,-35.35,,0
79.9,58.6,0.09,77.7,55.1,58.9,63,1be2613061d411e3b92312c1a4c98edd_5.jpg,63.5,56.2,moscow,0.73,16.35,,63.85,28.3333333333,0.88,82.7,55.1,77.7,66.5,82.7,9.14,66.5,0.13,63.85,0.01,0.21,,0.15,30.77,40.77,,16.11,0.0,0,-61.6,,0.62
93.5,45.9,0.87,82.9,66.2,81.8,64.6,6a7b4bf25ff611e3986812d3f7bf60f9_5.jpg,58.6,48.1,bangkok,1,-1.05,0.01,89.23,24.6666666667,0.98,79.4,66.2,82.9,94.9,79.4,-5.28,94.9,,89.23,0.08,0.02,,1,13.08,33.08,,26.33,1.0,0,12.48,,0
72.6,55.1,0,89.1,42.2,51.1,76.2,65e32cf05feb11e38f8e0e917fe276d3_5.jpg,38.2,52.1,berlin,1,-8.65,,77.69,32.0,0.78,90.3,42.2,89.1,67.7,90.3,5.5,67.7,0.01,77.69,0.01,,0.01,0.96,26.92,17.69,,24.2,0.0,0,-17.07,,0.6
101.7,54.7,0,91.3,70,88.2,76,2c20605a5de811e3ae8712f8e584c17a_5.jpg,69.4,52.5,moscow,1,-2.96,0.02,88.46,30.6666666667,0.49,92.4,70,91.3,99,92.4,2.86,99,,88.46,0.03,0.09,,0.31,20,41.54,,26.14,0.0,0.04,14.96,,0
81.4,82.9,0.03,129.9,57.6,61.3,117.2,27c13fe2625d11e391d70a709678223e_5.jpg,40.6,89.1,sao_paulo,1,-16.17,,91.54,24.6666666667,0.01,124.5,57.6,129.9,87.7,124.5,-8.35,87.7,0.01,91.54,0.05,0.34,,0.43,49.23,19.23,,23.92,0.0,0,-30.05,,0
52.6,50,0.92,91.1,41.1,48,71.9,0fe37fe45f4611e3944f12e000151e5c_5.jpg,25.5,60.3,sao_paulo,0.79,-3.03,,72.31,20.6666666667,0.54,82,41.1,91.1,61.3,82,-21.62,61.3,,72.31,0.75,0.02,,0.09,32.31,8.46,,24.44,1.0,0.02,10.88,0.74,0.45
114.6,57.4,0,83.2,79.1,103.3,74.9,0eb754f660ea11e3bf410e241f4beda3_5.jpg,82.7,52.1,ny,1,-6.1,,80,30.3333333333,0.86,86.8,79.1,83.2,105.6,86.8,9.56,105.6,,80,0.04,0.05,0.02,0.96,23.08,56.15,,26.87,0.0,0,40.24,,0
73.6,55.4,0,83.5,52.6,53.9,74,8b1094c0608311e3b9670ed18cdf8007_5.jpg,46.7,58.9,ny,0.99,-7,,67.69,29.0,0.92,82.1,52.6,83.5,75.3,82.1,-7.09,75.3,,67.69,0.06,0.01,0.1,0.96,30,26.92,,25.52,0.0,0,-47.74,,0.9
98.8,35.1,0.1,61.7,80.7,90.1,52.2,49c538d2622611e3b29f1259ac8f2131_5.jpg,76.4,40.2,bangkok,1,-8.99,,61.54,14.3333333333,0.92,57.7,80.7,61.7,102.6,57.7,-14.22,102.6,,61.54,0.75,0.11,,0.99,16.15,60,0.01,16.02,0.0,0,-1.97,,0
102.2,89.4,0.13,107.1,77,89.2,97.5,54412d2262ec11e394501215243b1345_5.jpg,80.9,83.4,ny,0.99,8.57,,60.77,13.0,0.01,112.2,77,107.1,94.3,112.2,15.74,94.3,,60.77,0.01,0.74,,0.28,61.54,60,,24.38,1.0,1,4.32,0.09,0
89.6,84.7,0.99,103.2,74.4,76.6,97.1,180ba9325d0511e3985a12cdc6ac258a_5.jpg,73.6,85,bangkok,1,-9.67,0.01,44.62,24.3333333333,0.85,103.3,74.4,103.2,90.2,103.3,0.32,90.2,0.01,44.62,0,,,0.97,67.69,58.46,,25.72,1.0,0,-43.85,,0
82.6,32.5,1,48.3,69.9,74.8,42.3,878ff8065fe611e3b8d2126f3d3312b1_5.jpg,67.4,32.2,bangkok,1,-6.96,,36.15,16.0,0.98,48.8,69.9,48.3,80.2,48.8,0.66,80.2,0.03,36.15,0,,0.03,0.93,20,56.92,,23.66,1.0,0,-1.56,,0
31.1,27.1,0.01,40.5,32.4,29.1,34.3,057a59fe613711e385be122f6f4f6846_5.jpg,25.3,32.1,sao_paulo,0.57,9.2,,28.46,17.3333333333,0.71,36.9,32.4,40.5,35.7,36.9,-35.78,35.7,,28.46,0.3,0.28,,0.13,17.69,16.15,,18.16,0.0,0,-33.45,0.47,0.03
48.7,98.1,1,121.1,28,39.9,103.9,6d4c0aea5e9511e3b03d120bb00d4d33_5.jpg,26.2,97.3,berlin,1,21.54,0.88,64.62,23.3333333333,0.02,121.4,28,121.1,47.4,121.4,0.93,47.4,,64.62,0,0.34,,0.11,70,6.92,,31.57,1.0,0,18.46,,0.01
95.1,67.6,0.1,103.1,52.1,65.3,88.3,65f79e945fd511e38d8b123ef03b0884_5.jpg,55.2,58.1,moscow,1,-4.12,,103.08,22.3333333333,0.72,109,52.1,103.1,79.3,109,13.99,79.3,,103.08,0.01,,0.07,0.17,23.08,21.54,,16.74,0.0,0,-14.72,0.45,0.02
86,24.8,0.17,33.7,77,79.7,29.2,12fa5e965d9d11e3b5110e05aab7965f_5.jpg,77,23.6,moscow,0.99,2.39,,27.69,23.3333333333,0.95,34.3,77,33.7,83.1,34.3,8.1,83.1,,27.69,0.95,,0.02,0.67,13.08,67.69,,29.24,0.0,0,-15.68,0.05,0
73.8,37,0.99,66.8,77.3,74.9,51.3,4fb340305da411e398e11297a3d38eb7_5.jpg,58.5,51.6,sao_paulo,1,5.44,,59.23,31.6666666667,0.23,56.1,77.3,66.8,88.7,56.1,-44.44,88.7,,59.23,0,0.18,0.33,0.23,19.23,42.31,,32.28,1.0,0.08,10.26,,0
61.2,40.7,0.34,67,44.8,49.9,51.1,2a83b148625c11e3a8fb123eec3cbe7a_5.jpg,40.1,42.9,moscow,1,11.81,0.11,53.08,26.3333333333,0.08,66,44.8,67,61.2,66,-5.73,61.2,,53.08,0.06,0.1,,,20,25.38,,27.61,0.0,0.37,-12.74,0.34,0.01
75.8,69.4,0,98.1,51.5,68.9,82.8,713b47fe5f7311e3a67212773ddcd17e_5.jpg,45.9,66.7,moscow,1,5.87,0.73,88.46,37.3333333333,0,99.5,51.5,98.1,72,99.5,3.97,72,,88.46,0.06,0.61,,0.17,32.31,18.46,,22.84,0.0,0.01,36.86,,0.03
77.5,25.6,1,36.4,69.6,73.1,31.8,0224337e627211e39dda12567771b0e9_5.jpg,67.4,26.1,moscow,0.99,-4.52,,30,25.6666666667,0.99,36.2,69.6,36.4,75.6,36.2,-3.47,75.6,0.01,30,0.24,0.04,,0.79,14.62,57.69,,19.21,1.0,0.93,6.52,,0.64
34.9,43.8,0.99,65.6,7.7,22,50,15ea47ba5d2f11e39fcf12ec3b121d3d_5.jpg,10.6,41.5,sao_paulo,1,19.22,0.01,72.31,50.0,0.94,67.8,7.7,65.6,34.2,67.8,4.18,34.2,,72.31,0.13,0.02,,1,13.85,-15.38,,51.01,1.0,0.99,-4.16,,0.6
112.3,40.3,0.06,67.4,83.6,104.9,58.5,36a8278061ba11e3bd3d12957314dd95_5.jpg,86.3,36.6,moscow,0.99,-8.58,,77.69,20.0,0.86,70.5,83.6,67.4,103.7,70.5,5.36,103.7,0.23,77.69,0.07,0.03,,0.45,10.77,55.38,,22.26,0.0,0,44.46,,0
102.2,38.8,0.1,67.7,81.9,93.7,54.2,4c964ad860c811e3bdc312eabe09d68e_5.jpg,77.6,37.7,bangkok,1,-4.91,0.07,71.54,20.3333333333,0.51,68.4,81.9,67.7,99.6,68.4,1.59,99.6,,71.54,0.17,0.09,,0.08,9.23,54.62,,24.2,0.0,0.01,19.79,,0
88.5,63.8,0.01,109.7,57.7,69.3,81.4,5197aee05f6111e383b412fe1a71ea71_5.jpg,44.7,69.6,ny,0.88,19.08,0.32,114.62,9.33333333333,0.95,107.9,57.7,109.7,93.7,107.9,-6.76,93.7,,114.62,0,,0.04,0.96,16.15,15.38,,11.58,0.0,0.31,0.8,,0.09
78.1,57.8,0.63,81.9,66.3,73.5,73.3,4108ae445e6c11e39b121244bd87b11b_5.jpg,58.5,65.1,moscow,0.56,-23.68,,52.31,22.0,0.42,76,66.3,81.9,82,76,-21.5,82,0.06,52.31,0.91,0.4,,0.19,40,43.85,,29.99,0.666666666667,0.71,11.91,,0
92.8,58,0,85.7,60.8,76,73.1,0349337c5f8811e385a40e4cbd071739_5.jpg,61,53.9,moscow,1,0.65,0.8,80.77,24.3333333333,0.01,88.2,60.8,85.7,86,88.2,7.86,86,,80.77,0,0.11,,0.06,24.62,35.38,,23.65,0.0,0,5.14,,0.25
105.6,56.1,0.86,97.5,75,86.5,77.9,e82c387e61cf11e3802612986f7fd881_5.jpg,70.3,56.5,berlin,1,2.32,,86.15,28.0,0,96.4,75,97.5,104,96.4,-0.74,104,,86.15,0.03,0.32,0.47,,23.85,44.62,,39.67,1.0,0,-10.82,0.06,0
103.4,54.6,0,82.4,67.5,83.9,74.7,4529efde628011e3b8a312566eba8eff_5.jpg,67,52.4,sao_paulo,1,-15.98,,86.15,25.0,0.99,84.5,67.5,82.4,101.3,84.5,4.24,101.3,0.01,86.15,0.01,,,0.99,19.23,40.77,,30.79,0.0,0,-6.95,0.01,0
